arm,embryo,dimension,stratum,metric,count,status
D20_temporal_replacement,44b6,spatial_boundary,within_7um,division_tp,2,measured
D20_temporal_replacement,44b6,spatial_boundary,within_7um,edge_fn,203,measured
D20_temporal_replacement,44b6,spatial_boundary,within_7um,edge_fp,219,measured
D20_temporal_replacement,44b6,spatial_boundary,within_7um,edge_tp,3177,measured
D20_temporal_replacement,44b6,temporal_boundary,boundary,division_fp,2,measured
D20_temporal_replacement,44b6,temporal_boundary,boundary,edge_fn,72,measured
D20_temporal_replacement,44b6,temporal_boundary,boundary,edge_fp,45,measured
D20_temporal_replacement,44b6,temporal_boundary,boundary,edge_tp,727,measured
D20_temporal_replacement,44b6,temporal_boundary,interior,division_fn,19,measured
D20_temporal_replacement,44b6,temporal_boundary,interior,division_fp,91,measured
D20_temporal_replacement,44b6,temporal_boundary,interior,division_tp,7,measured
D20_temporal_replacement,44b6,temporal_boundary,interior,edge_fn,887,measured
D20_temporal_replacement,44b6,temporal_boundary,interior,edge_fp,1121,measured
D20_temporal_replacement,44b6,temporal_boundary,interior,edge_tp,18140,measured
D20_temporal_replacement,6bba,close_cells,isolated,division_fn,80,measured
D20_temporal_replacement,6bba,close_cells,isolated,division_fp,921,measured
D20_temporal_replacement,6bba,close_cells,isolated,division_tp,32,measured
D20_temporal_replacement,6bba,close_cells,isolated,edge_fn,4087,measured
D20_temporal_replacement,6bba,close_cells,isolated,edge_fp,3736,measured
D20_temporal_replacement,6bba,close_cells,isolated,edge_tp,97860,measured
D20_temporal_replacement,6bba,close_cells,within_7um_competitor,division_fn,9,measured
D20_temporal_replacement,6bba,close_cells,within_7um_competitor,division_fp,29,measured
D20_temporal_replacement,6bba,close_cells,within_7um_competitor,division_tp,4,measured
D20_temporal_replacement,6bba,close_cells,within_7um_competitor,edge_fn,698,measured
D20_temporal_replacement,6bba,close_cells,within_7um_competitor,edge_fp,1140,measured
D20_temporal_replacement,6bba,close_cells,within_7um_competitor,edge_tp,6412,measured
D20_temporal_replacement,6bba,density10,high,division_fn,8,measured
D20_temporal_replacement,6bba,density10,high,division_fp,26,measured
D20_temporal_replacement,6bba,density10,high,division_tp,2,measured
D20_temporal_replacement,6bba,density10,high,edge_fn,710,measured
D20_temporal_replacement,6bba,density10,high,edge_fp,1056,measured
D20_temporal_replacement,6bba,density10,high,edge_tp,7940,measured
D20_temporal_replacement,6bba,density10,low,division_fn,67,measured
D20_temporal_replacement,6bba,density10,low,division_fp,883,measured
D20_temporal_replacement,6bba,density10,low,division_tp,34,measured
D20_temporal_replacement,6bba,density10,low,edge_fn,1412,measured
D20_temporal_replacement,6bba,density10,low,edge_fp,2865,measured
D20_temporal_replacement,6bba,density10,low,edge_tp,86699,measured
D20_temporal_replacement,6bba,density10,middle,division_fn,12,measured
D20_temporal_replacement,6bba,density10,middle,division_fp,41,measured
D20_temporal_replacement,6bba,density10,middle,edge_fn,585,measured
D20_temporal_replacement,6bba,density10,middle,edge_fp,955,measured
D20_temporal_replacement,6bba,density10,middle,edge_tp,9633,measured
D20_temporal_replacement,6bba,density10,no_assigned_observation,division_fn,2,measured
D20_temporal_replacement,6bba,density10,no_assigned_observation,edge_fn,2078,measured
D20_temporal_replacement,6bba,depth,high,division_fn,20,measured
D20_temporal_replacement,6bba,depth,high,division_fp,362,measured
D20_temporal_replacement,6bba,depth,high,division_tp,15,measured
D20_temporal_replacement,6bba,depth,high,edge_fn,1416,measured
D20_temporal_replacement,6bba,depth,high,edge_fp,1499,measured
D20_temporal_replacement,6bba,depth,high,edge_tp,30088,measured
D20_temporal_replacement,6bba,depth,low,division_fn,34,measured
D20_temporal_replacement,6bba,depth,low,division_fp,289,measured
D20_temporal_replacement,6bba,depth,low,division_tp,12,measured
D20_temporal_replacement,6bba,depth,low,edge_fn,1830,measured
D20_temporal_replacement,6bba,depth,low,edge_fp,1764,measured
D20_temporal_replacement,6bba,depth,low,edge_tp,35473,measured
D20_temporal_replacement,6bba,depth,middle,division_fn,35,measured
D20_temporal_replacement,6bba,depth,middle,division_fp,299,measured
D20_temporal_replacement,6bba,depth,middle,division_tp,9,measured
D20_temporal_replacement,6bba,depth,middle,edge_fn,1539,measured
D20_temporal_replacement,6bba,depth,middle,edge_fp,1613,measured
D20_temporal_replacement,6bba,depth,middle,edge_tp,38711,measured
D20_temporal_replacement,6bba,event_support,division_cross,division_fp,36,measured
D20_temporal_replacement,6bba,event_support,division_extra,division_fp,914,measured
D20_temporal_replacement,6bba,event_support,division_no_fork,division_fn,64,measured
D20_temporal_replacement,6bba,event_support,division_observation,division_fn,22,measured
D20_temporal_replacement,6bba,event_support,division_topology,division_fn,3,measured
D20_temporal_replacement,6bba,intensity,high,division_fn,26,measured
D20_temporal_replacement,6bba,intensity,high,division_fp,248,measured
D20_temporal_replacement,6bba,intensity,high,division_tp,16,measured
D20_temporal_replacement,6bba,intensity,high,edge_fn,680,measured
D20_temporal_replacement,6bba,intensity,high,edge_fp,1081,measured
D20_temporal_replacement,6bba,intensity,high,edge_tp,27154,measured
D20_temporal_replacement,6bba,intensity,low,division_fn,14,measured
D20_temporal_replacement,6bba,intensity,low,division_fp,310,measured
D20_temporal_replacement,6bba,intensity,low,division_tp,10,measured
D20_temporal_replacement,6bba,intensity,low,edge_fn,738,measured
D20_temporal_replacement,6bba,intensity,low,edge_fp,1690,measured
D20_temporal_replacement,6bba,intensity,low,edge_tp,33282,measured
D20_temporal_replacement,6bba,intensity,middle,division_fn,47,measured
D20_temporal_replacement,6bba,intensity,middle,division_fp,392,measured
D20_temporal_replacement,6bba,intensity,middle,division_tp,10,measured
D20_temporal_replacement,6bba,intensity,middle,edge_fn,1289,measured
D20_temporal_replacement,6bba,intensity,middle,edge_fp,2105,measured
D20_temporal_replacement,6bba,intensity,middle,edge_tp,43836,measured
D20_temporal_replacement,6bba,intensity,no_assigned_observation,division_fn,2,measured
D20_temporal_replacement,6bba,intensity,no_assigned_observation,edge_fn,2078,measured
D20_temporal_replacement,6bba,local_contrast,high,division_fn,36,measured
D20_temporal_replacement,6bba,local_contrast,high,division_fp,356,measured
D20_temporal_replacement,6bba,local_contrast,high,division_tp,20,measured
D20_temporal_replacement,6bba,local_contrast,high,edge_fn,439,measured
D20_temporal_replacement,6bba,local_contrast,high,edge_fp,816,measured
D20_temporal_replacement,6bba,local_contrast,high,edge_tp,34180,measured
D20_temporal_replacement,6bba,local_contrast,low,division_fn,17,measured
D20_temporal_replacement,6bba,local_contrast,low,division_fp,203,measured
D20_temporal_replacement,6bba,local_contrast,low,division_tp,4,measured
D20_temporal_replacement,6bba,local_contrast,low,edge_fn,1275,measured
D20_temporal_replacement,6bba,local_contrast,low,edge_fp,2343,measured
D20_temporal_replacement,6bba,local_contrast,low,edge_tp,27014,measured
D20_temporal_replacement,6bba,local_contrast,middle,division_fn,34,measured
D20_temporal_replacement,6bba,local_contrast,middle,division_fp,391,measured
D20_temporal_replacement,6bba,local_contrast,middle,division_tp,12,measured
D20_temporal_replacement,6bba,local_contrast,middle,edge_fn,993,measured
D20_temporal_replacement,6bba,local_contrast,middle,edge_fp,1717,measured
D20_temporal_replacement,6bba,local_contrast,middle,edge_tp,43078,measured
D20_temporal_replacement,6bba,local_contrast,no_assigned_observation,division_fn,2,measured
D20_temporal_replacement,6bba,local_contrast,no_assigned_observation,edge_fn,2078,measured
D20_temporal_replacement,6bba,spatial_boundary,interior,division_fn,69,measured
D20_temporal_replacement,6bba,spatial_boundary,interior,division_fp,592,measured
D20_temporal_replacement,6bba,spatial_boundary,interior,division_tp,34,measured
D20_temporal_replacement,6bba,spatial_boundary,interior,edge_fn,2982,measured
D20_temporal_replacement,6bba,spatial_boundary,interior,edge_fp,2901,measured
D20_temporal_replacement,6bba,spatial_boundary,interior,edge_tp,70006,measured
D20_temporal_replacement,6bba,spatial_boundary,within_7um,division_fn,20,measured
D20_temporal_replacement,6bba,spatial_boundary,within_7um,division_fp,358,measured
D20_temporal_replacement,6bba,spatial_boundary,within_7um,division_tp,2,measured
D20_temporal_replacement,6bba,spatial_boundary,within_7um,edge_fn,1803,measured
D20_temporal_replacement,6bba,spatial_boundary,within_7um,edge_fp,1975,measured
D20_temporal_replacement,6bba,spatial_boundary,within_7um,edge_tp,34266,measured
D20_temporal_replacement,6bba,temporal_boundary,boundary,division_fn,3,measured
D20_temporal_replacement,6bba,temporal_boundary,boundary,division_fp,23,measured
D20_temporal_replacement,6bba,temporal_boundary,boundary,division_tp,1,measured
D20_temporal_replacement,6bba,temporal_boundary,boundary,edge_fn,267,measured
D20_temporal_replacement,6bba,temporal_boundary,boundary,edge_fp,132,measured
D20_temporal_replacement,6bba,temporal_boundary,boundary,edge_tp,4370,measured
D20_temporal_replacement,6bba,temporal_boundary,interior,division_fn,86,measured
D20_temporal_replacement,6bba,temporal_boundary,interior,division_fp,927,measured
D20_temporal_replacement,6bba,temporal_boundary,interior,division_tp,35,measured
D20_temporal_replacement,6bba,temporal_boundary,interior,edge_fn,4518,measured
D20_temporal_replacement,6bba,temporal_boundary,interior,edge_fp,4744,measured
D20_temporal_replacement,6bba,temporal_boundary,interior,edge_tp,99902,measured
O10_restore,44b6,close_cells,isolated,division_fn,15,measured
O10_restore,44b6,close_cells,isolated,division_fp,18,measured
O10_restore,44b6,close_cells,isolated,division_tp,5,measured
O10_restore,44b6,close_cells,isolated,edge_fn,640,measured
O10_restore,44b6,close_cells,isolated,edge_fp,656,measured
O10_restore,44b6,close_cells,isolated,edge_tp,14376,measured
O10_restore,44b6,close_cells,within_7um_competitor,division_fn,4,measured
O10_restore,44b6,close_cells,within_7um_competitor,division_fp,4,measured
O10_restore,44b6,close_cells,within_7um_competitor,division_tp,2,measured
O10_restore,44b6,close_cells,within_7um_competitor,edge_fn,317,measured
O10_restore,44b6,close_cells,within_7um_competitor,edge_fp,431,measured
O10_restore,44b6,close_cells,within_7um_competitor,edge_tp,4493,measured
O10_restore,44b6,density10,high,division_fn,4,measured
O10_restore,44b6,density10,high,division_fp,4,measured
O10_restore,44b6,density10,high,division_tp,4,measured
O10_restore,44b6,density10,high,edge_fn,321,measured
O10_restore,44b6,density10,high,edge_fp,450,measured
O10_restore,44b6,density10,high,edge_tp,5657,measured
O10_restore,44b6,density10,low,division_fn,3,measured
O10_restore,44b6,density10,low,division_fp,5,measured
O10_restore,44b6,density10,low,division_tp,3,measured
O10_restore,44b6,density10,low,edge_fn,54,measured
O10_restore,44b6,density10,low,edge_fp,85,measured
O10_restore,44b6,density10,low,edge_tp,3115,measured
O10_restore,44b6,density10,middle,division_fn,12,measured
O10_restore,44b6,density10,middle,division_fp,13,measured
O10_restore,44b6,density10,middle,edge_fn,367,measured
O10_restore,44b6,density10,middle,edge_fp,552,measured
O10_restore,44b6,density10,middle,edge_tp,10097,measured
O10_restore,44b6,density10,no_assigned_observation,edge_fn,215,measured
O10_restore,44b6,depth,high,division_fn,6,measured
O10_restore,44b6,depth,high,division_fp,5,measured
O10_restore,44b6,depth,high,division_tp,1,measured
O10_restore,44b6,depth,high,edge_fn,270,measured
O10_restore,44b6,depth,high,edge_fp,313,measured
O10_restore,44b6,depth,high,edge_tp,4482,measured
O10_restore,44b6,depth,low,division_fn,4,measured
O10_restore,44b6,depth,low,division_fp,3,measured
O10_restore,44b6,depth,low,division_tp,1,measured
O10_restore,44b6,depth,low,edge_fn,243,measured
O10_restore,44b6,depth,low,edge_fp,236,measured
O10_restore,44b6,depth,low,edge_tp,4485,measured
O10_restore,44b6,depth,middle,division_fn,9,measured
O10_restore,44b6,depth,middle,division_fp,14,measured
O10_restore,44b6,depth,middle,division_tp,5,measured
O10_restore,44b6,depth,middle,edge_fn,444,measured
O10_restore,44b6,depth,middle,edge_fp,538,measured
O10_restore,44b6,depth,middle,edge_tp,9902,measured
O10_restore,44b6,event_support,division_extra,division_fp,22,measured
O10_restore,44b6,event_support,division_no_fork,division_fn,17,measured
O10_restore,44b6,event_support,division_observation,division_fn,2,measured
O10_restore,44b6,intensity,high,division_fn,4,measured
O10_restore,44b6,intensity,high,division_fp,7,measured
O10_restore,44b6,intensity,high,division_tp,2,measured
O10_restore,44b6,intensity,high,edge_fn,253,measured
O10_restore,44b6,intensity,high,edge_fp,385,measured
O10_restore,44b6,intensity,high,edge_tp,5866,measured
O10_restore,44b6,intensity,low,division_fn,3,measured
O10_restore,44b6,intensity,low,division_fp,1,measured
O10_restore,44b6,intensity,low,division_tp,3,measured
O10_restore,44b6,intensity,low,edge_fn,87,measured
O10_restore,44b6,intensity,low,edge_fp,139,measured
O10_restore,44b6,intensity,low,edge_tp,2566,measured
O10_restore,44b6,intensity,middle,division_fn,12,measured
O10_restore,44b6,intensity,middle,division_fp,14,measured
O10_restore,44b6,intensity,middle,division_tp,2,measured
O10_restore,44b6,intensity,middle,edge_fn,402,measured
O10_restore,44b6,intensity,middle,edge_fp,563,measured
O10_restore,44b6,intensity,middle,edge_tp,10437,measured
O10_restore,44b6,intensity,no_assigned_observation,edge_fn,215,measured
O10_restore,44b6,local_contrast,high,division_fn,5,measured
O10_restore,44b6,local_contrast,high,division_fp,8,measured
O10_restore,44b6,local_contrast,high,division_tp,3,measured
O10_restore,44b6,local_contrast,high,edge_fn,164,measured
O10_restore,44b6,local_contrast,high,edge_fp,258,measured
O10_restore,44b6,local_contrast,high,edge_tp,6691,measured
O10_restore,44b6,local_contrast,low,division_fn,3,measured
O10_restore,44b6,local_contrast,low,division_fp,1,measured
O10_restore,44b6,local_contrast,low,division_tp,2,measured
O10_restore,44b6,local_contrast,low,edge_fn,112,measured
O10_restore,44b6,local_contrast,low,edge_fp,179,measured
O10_restore,44b6,local_contrast,low,edge_tp,1947,measured
O10_restore,44b6,local_contrast,middle,division_fn,11,measured
O10_restore,44b6,local_contrast,middle,division_fp,13,measured
O10_restore,44b6,local_contrast,middle,division_tp,2,measured
O10_restore,44b6,local_contrast,middle,edge_fn,466,measured
O10_restore,44b6,local_contrast,middle,edge_fp,650,measured
O10_restore,44b6,local_contrast,middle,edge_tp,10231,measured
O10_restore,44b6,local_contrast,no_assigned_observation,edge_fn,215,measured
O10_restore,44b6,spatial_boundary,interior,division_fn,17,measured
O10_restore,44b6,spatial_boundary,interior,division_fp,18,measured
O10_restore,44b6,spatial_boundary,interior,division_tp,5,measured
O10_restore,44b6,spatial_boundary,interior,edge_fn,756,measured
O10_restore,44b6,spatial_boundary,interior,edge_fp,898,measured
O10_restore,44b6,spatial_boundary,interior,edge_tp,15690,measured
O10_restore,44b6,spatial_boundary,within_7um,division_fn,2,measured
O10_restore,44b6,spatial_boundary,within_7um,division_fp,4,measured
O10_restore,44b6,spatial_boundary,within_7um,division_tp,2,measured
O10_restore,44b6,spatial_boundary,within_7um,edge_fn,201,measured
O10_restore,44b6,spatial_boundary,within_7um,edge_fp,189,measured
O10_restore,44b6,spatial_boundary,within_7um,edge_tp,3179,measured
O10_restore,44b6,temporal_boundary,boundary,edge_fn,71,measured
O10_restore,44b6,temporal_boundary,boundary,edge_fp,44,measured
O10_restore,44b6,temporal_boundary,boundary,edge_tp,728,measured
O10_restore,44b6,temporal_boundary,interior,division_fn,19,measured
O10_restore,44b6,temporal_boundary,interior,division_fp,22,measured
O10_restore,44b6,temporal_boundary,interior,division_tp,7,measured
O10_restore,44b6,temporal_boundary,interior,edge_fn,886,measured
O10_restore,44b6,temporal_boundary,interior,edge_fp,1043,measured
O10_restore,44b6,temporal_boundary,interior,edge_tp,18141,measured
O10_restore,6bba,close_cells,isolated,division_fn,92,measured
O10_restore,6bba,close_cells,isolated,division_fp,64,measured
O10_restore,6bba,close_cells,isolated,division_tp,20,measured
O10_restore,6bba,close_cells,isolated,edge_fn,4055,measured
O10_restore,6bba,close_cells,isolated,edge_fp,2912,measured
O10_restore,6bba,close_cells,isolated,edge_tp,97892,measured
O10_restore,6bba,close_cells,within_7um_competitor,division_fn,11,measured
O10_restore,6bba,close_cells,within_7um_competitor,division_fp,6,measured
O10_restore,6bba,close_cells,within_7um_competitor,division_tp,2,measured
O10_restore,6bba,close_cells,within_7um_competitor,edge_fn,699,measured
O10_restore,6bba,close_cells,within_7um_competitor,edge_fp,997,measured
O10_restore,6bba,close_cells,within_7um_competitor,edge_tp,6411,measured
O10_restore,6bba,density10,high,division_fn,9,measured
O10_restore,6bba,density10,high,division_fp,7,measured
O10_restore,6bba,density10,high,division_tp,1,measured
O10_restore,6bba,density10,high,edge_fn,705,measured
O10_restore,6bba,density10,high,edge_fp,1023,measured
O10_restore,6bba,density10,high,edge_tp,7945,measured
O10_restore,6bba,density10,low,division_fn,80,measured
O10_restore,6bba,density10,low,division_fp,52,measured
O10_restore,6bba,density10,low,division_tp,21,measured
O10_restore,6bba,density10,low,edge_fn,1381,measured
O10_restore,6bba,density10,low,edge_fp,2017,measured
O10_restore,6bba,density10,low,edge_tp,86730,measured
O10_restore,6bba,density10,middle,division_fn,12,measured
O10_restore,6bba,density10,middle,division_fp,11,measured
O10_restore,6bba,density10,middle,edge_fn,590,measured
O10_restore,6bba,density10,middle,edge_fp,869,measured
O10_restore,6bba,density10,middle,edge_tp,9628,measured
O10_restore,6bba,density10,no_assigned_observation,division_fn,2,measured
O10_restore,6bba,density10,no_assigned_observation,edge_fn,2078,measured
O10_restore,6bba,depth,high,division_fn,26,measured
O10_restore,6bba,depth,high,division_fp,26,measured
O10_restore,6bba,depth,high,division_tp,9,measured
O10_restore,6bba,depth,high,edge_fn,1414,measured
O10_restore,6bba,depth,high,edge_fp,1137,measured
O10_restore,6bba,depth,high,edge_tp,30090,measured
O10_restore,6bba,depth,low,division_fn,39,measured
O10_restore,6bba,depth,low,division_fp,17,measured
O10_restore,6bba,depth,low,division_tp,7,measured
O10_restore,6bba,depth,low,edge_fn,1814,measured
O10_restore,6bba,depth,low,edge_fp,1464,measured
O10_restore,6bba,depth,low,edge_tp,35489,measured
O10_restore,6bba,depth,middle,division_fn,38,measured
O10_restore,6bba,depth,middle,division_fp,27,measured
O10_restore,6bba,depth,middle,division_tp,6,measured
O10_restore,6bba,depth,middle,edge_fn,1526,measured
O10_restore,6bba,depth,middle,edge_fp,1308,measured
O10_restore,6bba,depth,middle,edge_tp,38724,measured
O10_restore,6bba,event_support,division_cross,division_fp,5,measured
O10_restore,6bba,event_support,division_extra,division_fp,65,measured
O10_restore,6bba,event_support,division_no_fork,division_fn,81,measured
O10_restore,6bba,event_support,division_observation,division_fn,22,measured
O10_restore,6bba,intensity,high,division_fn,33,measured
O10_restore,6bba,intensity,high,division_fp,27,measured
O10_restore,6bba,intensity,high,division_tp,9,measured
O10_restore,6bba,intensity,high,edge_fn,674,measured
O10_restore,6bba,intensity,high,edge_fp,978,measured
O10_restore,6bba,intensity,high,edge_tp,27160,measured
O10_restore,6bba,intensity,low,division_fn,18,measured
O10_restore,6bba,intensity,low,division_fp,10,measured
O10_restore,6bba,intensity,low,division_tp,6,measured
O10_restore,6bba,intensity,low,edge_fn,727,measured
O10_restore,6bba,intensity,low,edge_fp,1064,measured
O10_restore,6bba,intensity,low,edge_tp,33293,measured
O10_restore,6bba,intensity,middle,division_fn,50,measured
O10_restore,6bba,intensity,middle,division_fp,33,measured
O10_restore,6bba,intensity,middle,division_tp,7,measured
O10_restore,6bba,intensity,middle,edge_fn,1275,measured
O10_restore,6bba,intensity,middle,edge_fp,1867,measured
O10_restore,6bba,intensity,middle,edge_tp,43850,measured
O10_restore,6bba,intensity,no_assigned_observation,division_fn,2,measured
O10_restore,6bba,intensity,no_assigned_observation,edge_fn,2078,measured
O10_restore,6bba,local_contrast,high,division_fn,44,measured
O10_restore,6bba,local_contrast,high,division_fp,29,measured
O10_restore,6bba,local_contrast,high,division_tp,12,measured
O10_restore,6bba,local_contrast,high,edge_fn,435,measured
O10_restore,6bba,local_contrast,high,edge_fp,628,measured
O10_restore,6bba,local_contrast,high,edge_tp,34184,measured
O10_restore,6bba,local_contrast,low,division_fn,18,measured
O10_restore,6bba,local_contrast,low,division_fp,8,measured
O10_restore,6bba,local_contrast,low,division_tp,3,measured
O10_restore,6bba,local_contrast,low,edge_fn,1263,measured
O10_restore,6bba,local_contrast,low,edge_fp,1879,measured
O10_restore,6bba,local_contrast,low,edge_tp,27026,measured
O10_restore,6bba,local_contrast,middle,division_fn,39,measured
O10_restore,6bba,local_contrast,middle,division_fp,33,measured
O10_restore,6bba,local_contrast,middle,division_tp,7,measured
O10_restore,6bba,local_contrast,middle,edge_fn,978,measured
O10_restore,6bba,local_contrast,middle,edge_fp,1402,measured
O10_restore,6bba,local_contrast,middle,edge_tp,43093,measured
O10_restore,6bba,local_contrast,no_assigned_observation,division_fn,2,measured
O10_restore,6bba,local_contrast,no_assigned_observation,edge_fn,2078,measured
O10_restore,6bba,spatial_boundary,interior,division_fn,82,measured
O10_restore,6bba,spatial_boundary,interior,division_fp,55,measured
O10_restore,6bba,spatial_boundary,interior,division_tp,21,measured
O10_restore,6bba,spatial_boundary,interior,edge_fn,2968,measured
O10_restore,6bba,spatial_boundary,interior,edge_fp,2527,measured
O10_restore,6bba,spatial_boundary,interior,edge_tp,70020,measured
O10_restore,6bba,spatial_boundary,within_7um,division_fn,21,measured
O10_restore,6bba,spatial_boundary,within_7um,division_fp,15,measured
O10_restore,6bba,spatial_boundary,within_7um,division_tp,1,measured
O10_restore,6bba,spatial_boundary,within_7um,edge_fn,1786,measured
O10_restore,6bba,spatial_boundary,within_7um,edge_fp,1382,measured
O10_restore,6bba,spatial_boundary,within_7um,edge_tp,34283,measured
O10_restore,6bba,temporal_boundary,boundary,division_fn,4,measured
O10_restore,6bba,temporal_boundary,boundary,edge_fn,265,measured
O10_restore,6bba,temporal_boundary,boundary,edge_fp,114,measured
O10_restore,6bba,temporal_boundary,boundary,edge_tp,4372,measured
O10_restore,6bba,temporal_boundary,interior,division_fn,99,measured
O10_restore,6bba,temporal_boundary,interior,division_fp,70,measured
O10_restore,6bba,temporal_boundary,interior,division_tp,22,measured
O10_restore,6bba,temporal_boundary,interior,edge_fn,4489,measured
O10_restore,6bba,temporal_boundary,interior,edge_fp,3795,measured
O10_restore,6bba,temporal_boundary,interior,edge_tp,99931,measured
O10_swap,44b6,close_cells,isolated,division_fn,15,measured
O10_swap,44b6,close_cells,isolated,division_fp,18,measured
O10_swap,44b6,close_cells,isolated,division_tp,5,measured
O10_swap,44b6,close_cells,isolated,edge_fn,642,measured
O10_swap,44b6,close_cells,isolated,edge_fp,658,measured
O10_swap,44b6,close_cells,isolated,edge_tp,14375,measured
O10_swap,44b6,close_cells,within_7um_competitor,division_fn,4,measured
O10_swap,44b6,close_cells,within_7um_competitor,division_fp,4,measured
O10_swap,44b6,close_cells,within_7um_competitor,division_tp,2,measured
O10_swap,44b6,close_cells,within_7um_competitor,edge_fn,317,measured
O10_swap,44b6,close_cells,within_7um_competitor,edge_fp,431,measured
O10_swap,44b6,close_cells,within_7um_competitor,edge_tp,4492,measured
O10_swap,44b6,density10,high,division_fn,4,measured
O10_swap,44b6,density10,high,division_fp,4,measured
O10_swap,44b6,density10,high,division_tp,4,measured
O10_swap,44b6,density10,high,edge_fn,321,measured
O10_swap,44b6,density10,high,edge_fp,450,measured
O10_swap,44b6,density10,high,edge_tp,5656,measured
O10_swap,44b6,density10,low,division_fn,3,measured
O10_swap,44b6,density10,low,division_fp,5,measured
O10_swap,44b6,density10,low,division_tp,3,measured
O10_swap,44b6,density10,low,edge_fn,55,measured
O10_swap,44b6,density10,low,edge_fp,87,measured
O10_swap,44b6,density10,low,edge_tp,3115,measured
O10_swap,44b6,density10,middle,division_fn,12,measured
O10_swap,44b6,density10,middle,division_fp,13,measured
O10_swap,44b6,density10,middle,edge_fn,367,measured
O10_swap,44b6,density10,middle,edge_fp,552,measured
O10_swap,44b6,density10,middle,edge_tp,10096,measured
O10_swap,44b6,density10,no_assigned_observation,edge_fn,216,measured
O10_swap,44b6,depth,high,division_fn,6,measured
O10_swap,44b6,depth,high,division_fp,5,measured
O10_swap,44b6,depth,high,division_tp,1,measured
O10_swap,44b6,depth,high,edge_fn,270,measured
O10_swap,44b6,depth,high,edge_fp,313,measured
O10_swap,44b6,depth,high,edge_tp,4482,measured
O10_swap,44b6,depth,low,division_fn,4,measured
O10_swap,44b6,depth,low,division_fp,3,measured
O10_swap,44b6,depth,low,division_tp,1,measured
O10_swap,44b6,depth,low,edge_fn,245,measured
O10_swap,44b6,depth,low,edge_fp,238,measured
O10_swap,44b6,depth,low,edge_tp,4483,measured
O10_swap,44b6,depth,middle,division_fn,9,measured
O10_swap,44b6,depth,middle,division_fp,14,measured
O10_swap,44b6,depth,middle,division_tp,5,measured
O10_swap,44b6,depth,middle,edge_fn,444,measured
O10_swap,44b6,depth,middle,edge_fp,538,measured
O10_swap,44b6,depth,middle,edge_tp,9902,measured
O10_swap,44b6,event_support,division_extra,division_fp,22,measured
O10_swap,44b6,event_support,division_no_fork,division_fn,17,measured
O10_swap,44b6,event_support,division_observation,division_fn,2,measured
O10_swap,44b6,intensity,high,division_fn,4,measured
O10_swap,44b6,intensity,high,division_fp,7,measured
O10_swap,44b6,intensity,high,division_tp,2,measured
O10_swap,44b6,intensity,high,edge_fn,253,measured
O10_swap,44b6,intensity,high,edge_fp,385,measured
O10_swap,44b6,intensity,high,edge_tp,5867,measured
O10_swap,44b6,intensity,low,division_fn,3,measured
O10_swap,44b6,intensity,low,division_fp,1,measured
O10_swap,44b6,intensity,low,division_tp,3,measured
O10_swap,44b6,intensity,low,edge_fn,88,measured
O10_swap,44b6,intensity,low,edge_fp,141,measured
O10_swap,44b6,intensity,low,edge_tp,2564,measured
O10_swap,44b6,intensity,middle,division_fn,12,measured
O10_swap,44b6,intensity,middle,division_fp,14,measured
O10_swap,44b6,intensity,middle,division_tp,2,measured
O10_swap,44b6,intensity,middle,edge_fn,402,measured
O10_swap,44b6,intensity,middle,edge_fp,563,measured
O10_swap,44b6,intensity,middle,edge_tp,10436,measured
O10_swap,44b6,intensity,no_assigned_observation,edge_fn,216,measured
O10_swap,44b6,local_contrast,high,division_fn,5,measured
O10_swap,44b6,local_contrast,high,division_fp,8,measured
O10_swap,44b6,local_contrast,high,division_tp,3,measured
O10_swap,44b6,local_contrast,high,edge_fn,164,measured
O10_swap,44b6,local_contrast,high,edge_fp,258,measured
O10_swap,44b6,local_contrast,high,edge_tp,6691,measured
O10_swap,44b6,local_contrast,low,division_fn,3,measured
O10_swap,44b6,local_contrast,low,division_fp,1,measured
O10_swap,44b6,local_contrast,low,division_tp,2,measured
O10_swap,44b6,local_contrast,low,edge_fn,112,measured
O10_swap,44b6,local_contrast,low,edge_fp,180,measured
O10_swap,44b6,local_contrast,low,edge_tp,1947,measured
O10_swap,44b6,local_contrast,middle,division_fn,11,measured
O10_swap,44b6,local_contrast,middle,division_fp,13,measured
O10_swap,44b6,local_contrast,middle,division_tp,2,measured
O10_swap,44b6,local_contrast,middle,edge_fn,467,measured
O10_swap,44b6,local_contrast,middle,edge_fp,651,measured
O10_swap,44b6,local_contrast,middle,edge_tp,10229,measured
O10_swap,44b6,local_contrast,no_assigned_observation,edge_fn,216,measured
O10_swap,44b6,spatial_boundary,interior,division_fn,17,measured
O10_swap,44b6,spatial_boundary,interior,division_fp,18,measured
O10_swap,44b6,spatial_boundary,interior,division_tp,5,measured
O10_swap,44b6,spatial_boundary,interior,edge_fn,758,measured
O10_swap,44b6,spatial_boundary,interior,edge_fp,900,measured
O10_swap,44b6,spatial_boundary,interior,edge_tp,15688,measured
O10_swap,44b6,spatial_boundary,within_7um,division_fn,2,measured
O10_swap,44b6,spatial_boundary,within_7um,division_fp,4,measured
O10_swap,44b6,spatial_boundary,within_7um,division_tp,2,measured
O10_swap,44b6,spatial_boundary,within_7um,edge_fn,201,measured
O10_swap,44b6,spatial_boundary,within_7um,edge_fp,189,measured
