edge_tp,edge_fp,edge_fn,division_tp,division_fp,division_fn,num_pred_nodes,node_recall,total_node_ratio,edge_jaccard,adj_edge_jaccard,dataset,estimated_total,gt_node_recall,matched_nodes,graph_hash,metric_revision,variant,embryo,gt_sha256,seconds
739,87,93,0,0,2,39035,0.9616252821670429,-0.038854553960554504,0.8041349292709467,0.8072593596710391,6bba_78a7bd97,40613,0.9616252821670429,852,344e3384ecdf5c79a155a9eb7a0f5b4f4d1468d52c49ddd38108fdbf1f9bdfc7,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,8ec4b40c9a00eee0a01823b8c82a50439c09c7f5c568e110b7da5c6c5f68d31b,2.4242287119850516
1042,37,50,0,0,2,10107,0.97789566755084,0.050187032418952615,0.9229406554472985,0.9183086901877282,6bba_7af54fde,9624,0.97789566755084,1106,5a8220ebf9a89b3b9aa60a7996aa14a5b662afd01172ddbd76158e767a91bf0c,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f3553a3666c385efeb68539582a50b9a430dc655c8b97a68b4595ca8b2ed357c,0.710055438335985
545,7,10,0,0,0,5477,0.9911504424778761,-0.05242214532871972,0.9697508896797153,0.9748345318868598,6bba_7b5d3b2c,5780,0.9911504424778761,560,eeb70563ccc2e94d501c2b969f0f880904d0b27b73a06a0d1c00d20c6120b9da,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,28cb4f29a94bfdaa6cb93fdd18a35352e0bed4bb10095ef36ae5044248a714d3,0.3715490158647299
1168,3,5,0,0,2,7460,0.9991666666666666,-0.019839705689134148,0.9931972789115646,0.99516775308205,6bba_7d3058ae,7611,0.9991666666666666,1199,7b4ae99c2cbe618af034e7b78ccd689bb3dbba8dcf73c7b29a2f7918fa3434c9,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,545c895d658d6efdcdfe52acee549f2d8116f6872dee93a2a12d6383764158ed,0.5993475001305342
912,20,22,0,0,3,9372,0.991,-0.11426141196484264,0.9559748427672956,0.9668979463010415,6bba_7f87b3d8,10581,0.991,991,5aa119b465f036f44a6227b369a17d408cf0b0ed8202e48abca9600640a91874,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,033ad56da5428f43ae44588ea60059a055f9520f81d0ee7c60bfecb2b2bb47f7,0.7446684832684696
628,16,26,1,0,0,8424,0.9735294117647059,-0.06617891586298637,0.9373134328358209,0.9435164715167098,6bba_80d12824,9021,0.9735294117647059,662,34aa77c1cda18fa6489f94f20ac219c9e51e898df98d8b801d44eff0dcc32ed5,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,8f9295736377b8718cc321c417baff674e06215a965c50bd9612512617a445e1,0.5954407472163439
898,44,32,0,2,0,6885,0.9896694214876033,-0.09240706564724492,0.9219712525667351,0.9304909183728157,6bba_825bd1c6,7586,0.9896694214876033,958,b4052bb57c712d89342f49ef38fd6f11d98b8e43f59a2b4bfef8d3bf2534d070,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,3560fda98f3dac065cb49d14a8fcebfe984e28f406ce3de924e0bbac04aa9e70,0.4259007638320327
688,11,11,0,2,1,14017,0.994475138121547,-0.06341039689963918,0.9690140845070423,0.9751586412770354,6bba_87289e13,14966,0.994475138121547,720,02d4d9ce12c633c91949c0962992f4ba6fff960b13538f6ff207911a80b12fea,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,8d54c867cf7e51bc672b6524317e273489b5ef7927f09bd96309feb804869191,0.7097736210562289
724,0,1,1,0,1,5656,1.0,-0.029512697323266987,0.9986206896551724,1.0015678886706267,6bba_8b7818bf,5828,1.0,741,e2c94ec0e6c4523271e9f1930c1b2f85ce700c373be89467185bf3040dc7dde3,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a3e0870bf19cb0d012365ca8d05db74d2a24da4a0715cde758a7d22bda985e73,0.5175551776774228
914,5,7,0,0,1,6861,0.9947089947089947,-0.060908842047632084,0.9870410367170627,0.9930529893770557,6bba_907271db,7306,0.9947089947089947,940,da92f5e65709e63b80a210dc88c7364c3040afeb95bebf155308a8c34202ce8d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,e2854641e15629583768996f46cc6847ef269589aa566444d1f05167c38ee90e,0.46852574963122606
1140,8,8,0,0,0,11408,0.9974747474747475,-0.041908121273200635,0.986159169550173,0.9902919773573917,6bba_91951b3a,11907,0.9974747474747475,1185,69348ad290c323131506de11a077fdeae3103906e2bfc90a3ff666565904d713,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,149583e4174be23548c52e31ee00f51d8ed02e80e228da1e995b3bb42374d8b6,0.5919120539911091
705,4,16,0,1,0,4764,0.9841688654353562,-0.021565003080714726,0.9724137931034482,0.9745108037478487,6bba_96833384,4869,0.9841688654353562,746,afc975af173bd5fb231673860d90d539441300c5e1a022d90d3c61a1818f4c4b,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,d6993a7776df193814def81e8516caa7a76ebdafd780a3eb405289e9eec8c994,0.334781093057245
651,1,7,0,0,3,15619,0.9926362297496318,0.12463997695852534,0.9878603945371776,0.9755477048558422,6bba_969618f6,13888,0.9926362297496318,674,0de6138cc7dda86dfc0df1063c4681fa8636fc6af981ed57d7e73719672cd5b5,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,dadb132d29e10848110d077926ce36c92257ab8b4e63272acb702a5f117db529,1.2295985301025212
765,2,2,0,1,0,4994,1.0,-0.10964521305045463,0.9947984395318595,1.0057059282163328,6bba_971fa5e0,5609,1.0,792,fe2ba7e3c6a74bdea576e4f970317140ce011bb3dc944344a0f15d3a6b9638bc,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c42293123c03aadb6d803c2093e52b9d4b3e7c36534d38577b5fec42cad14c1c,0.31459166994318366
1314,28,39,1,1,1,18420,0.9842969307637401,0.010366957380286326,0.9514844315713251,0.9504980317163145,6bba_9a41d029,18231,0.9842969307637401,1379,f77d18cf19c812ed6451d91959844e8edf3c1a73b899dcfe936faa5f4f5c2fce,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,15755cb1848191cb91837f99ff8afc9004a18c0a85be80b0e36683e80a3fc00c,1.317400983069092
865,22,26,0,0,1,7483,0.9846827133479212,-0.029190451478982873,0.9474260679079957,0.9501916473745148,6bba_9e23430b,7708,0.9846827133479212,900,acec83b67ab5a2c18a1b3ad82c6f576d02504647f269aacf83cccbed1c679736,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f4d9b80e1c55f1fcb36e88a0e99fa101226637546dc21094510c234f3d6c3959,0.4897755831480026
692,7,6,0,1,0,7970,0.9973009446693657,-0.05568720379146919,0.9815602836879432,0.9870263184430776,6bba_a5e926bb,8440,0.9973009446693657,739,1cffabc00a536b8053b3da794ffefca75a040473e8249b04746d16ebd31450fb,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,b4f4c029f30af81d88df40e5d27100c0399b0b538ecbadf53a5f8c8321509861,0.3940709517337382
874,192,238,0,0,0,31250,0.8936355710549259,-0.15302471812662619,0.6702453987730062,0.6805018100952969,6bba_a90a0b9c,36896,0.8936355710549259,1025,af42ecc9bfc9ffd8e7199ab39401efe5f0436af0116776749fef71ee9033ebdc,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,3277a65aac3dce59b661b76ae17f8a6aa701dfe9301802388f1b1dccab405f10,1.4593951180577278
943,104,195,0,1,2,13533,0.8897370653095844,0.46445189914511414,0.7592592592592593,0.7239953187686118,6bba_ab78413d,9241,0.8897370653095844,1049,a70f053252282edde7bae7894616688a1bebd0f39c6e109489c31b9f8b7f0afe,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,8b064d77ea98f4376c9f2337b8254dc0aaaacb698c168b571932e2cd6443626b,1.1308953701518476
311,22,19,0,1,0,19831,0.9859550561797753,0.006139015728056824,0.8835227272727273,0.882980331280845,6bba_acd782a8,19710,0.9859550561797753,351,a565df1f996709d019207e002f4b20ec577aafd731e2fdddc591a215c1037d34,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,468a326f52838bca5d17898327410483d562d9610f70b258866f7dea78abc03d,0.8297557649202645
1464,10,7,0,2,0,7130,0.9979933110367893,-0.036876941780359315,0.9885212694125591,0.9921666335426366,6bba_ae82a791,7403,0.9979933110367893,1492,c066b274742fe8ba06f1098682bb68077ad4a1e24c4aac378d0ea218edf844be,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,28eded4f56ce161d42d4f886fb80dd6dac037b327e9cde1661de6e21dec48e97,0.39162707701325417
762,4,6,0,0,1,4950,0.9962264150943396,-0.0166865315852205,0.9870466321243523,0.9886936706046553,6bba_aeee7805,5034,0.9962264150943396,792,ace8edd6487253f1f0d80df3294d78b72243f44815eae2193b7ddf8df4769111,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,607090fb9469006abb02ea2d3324b7396689a2e0154a47337b89cb53e86c4498,0.39785141311585903
1272,26,45,0,0,0,7815,0.98,-0.12515392365386768,0.9471332836932241,0.958987028360962,6bba_af149c94,8933,0.98,1323,39ccee016c8d94f7a0b34fe192cfd64583d06c18cae5d6b57b8e243e6343ca39,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,45acffba027656cba1365398ae0d091bd6caeac9c9b83fcf751866ebffcf8f01,0.4569585658609867
613,19,13,1,1,3,5573,1.0,-0.07945160224644864,0.9503875968992248,0.9579385786321042,6bba_afb141ff,6054,1.0,654,df37954f2ce00393bd92be429175d3c1f1df58c0248e8039c74c32c46fa1365f,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,b1bf2ec774d268c5c69155b673d5b61d09ebe6a10f015f1651ef21977433736e,0.6457178480923176
546,39,33,0,0,0,22942,0.9836601307189542,-0.05580706230965512,0.883495145631068,0.888425672495319,6bba_b1ae37b9,24298,0.9836601307189542,602,9cc38e796b3f9d6637cc0ac87541b484e64bd95bbd9709723a2ec8efa45ef739,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,5b66ec537aef81c709723e2cc11419ffc70f628c57dd7263f3120193a36682cb,0.9539035097695887
795,7,16,0,0,2,5391,0.9854721549636803,0.058719560094265516,0.9718826405867971,0.966175788474946,6bba_b204cac7,5092,0.9854721549636803,814,2cd73e203814013a404e569e0b1821dde01b992e83a9d3e5df403d4b25423297,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,7ef731b18adc698052a2033445a04f8dbf4fa0114539caae7e3556a006ff36af,0.4816759889945388
1178,63,90,0,1,1,64929,0.9635258358662614,0.039446089810293766,0.8850488354620586,0.8815576638770454,6bba_b329af44,62465,0.9635258358662614,1268,29720e72b23d9a1f56bd1b22c78510a938ed0005699a0c181b3b70f434d54faf,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,10eb5a7afd39f021cda5a1f27b312dea2a35ef9e8e1ccb8313a5ad2cf6df0f33,3.0571741019375622
929,7,6,0,0,0,6138,0.9969481180061037,0.1043540842029507,0.9861995753715499,0.9759081800186261,6bba_b693381b,5558,0.9969481180061037,980,e38ff64bd204249cfb9a1c2aeeee64de1716d6248550a7685fc845adc467a438,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,3a14d2f79aefb1898b6a42d88072e03aca8c777eefa43856b61b11f16fc9af91,0.4271506881341338
1797,83,82,0,1,3,22931,0.9880519480519481,-0.006068224177538902,0.9159021406727829,0.9164579306242118,6bba_bb9f20c3,23071,0.9880519480519481,1902,b50bf984aa6b02da5c4d4c6b7ad689aec4cbd69363c25e3a9446c929a2373ace,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,ce197916694d318271ebf6488445ee968ec343875e6b3303d8778e42dcd2fd00,1.7476176540367305
854,3,7,0,1,0,6537,0.9955156950672646,-0.036551215917465,0.9884259259259259,0.9920387428696197,6bba_bbb708ca,6785,0.9955156950672646,888,4cd52e03c7583872ed77a426fec154ec9d8e58bc5e1a9da2db90eecde2ff5f12,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,985bda012de967a3c603c018f55993dba06d9175b0f917089e7197c76703899a,0.36836616275832057
478,12,15,0,0,0,6388,0.9864603481624759,-0.008844065166795966,0.9465346534653465,0.9473717748811342,6bba_c27cba08,6445,0.9864603481624759,510,55cf5b3d763c0fa826f9a02f3ca4feb5cab4ec28cabbb9cb511f609385e6b67d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,17717944d987df85dba214d6b65b3f0c4e59da6f0bd16b87eac702bdfc95fe7d,0.38941122917458415
441,27,59,0,0,2,31074,0.9217221135029354,-0.004931471756116306,0.8368121442125237,0.8372248157579596,6bba_c328f2fd,31228,0.9217221135029354,471,945270e90b154eccbc4d6842d760f9cc57ea93cf6a6350c65783e6393795a290,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,dcb18f571f63be2f9f69e2e0abfb1cbf576ca5bc73917b2d64c5a89276ee7c33,1.866646092850715
545,93,165,0,2,0,24050,0.8738127544097694,0.47410358565737054,0.6787048567870486,0.6465272161664675,6bba_c73a1d11,16315,0.8738127544097694,644,8320344e65a572d0d0610ef2870f9cdf1bc34cc97a46861ba7e7a2860882c026,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,dde2c47d285222085e468e2b292c089ebfed67780fde42204d1f4c595b1cd4f7,1.0525864595547318
1335,12,13,1,2,3,28332,0.9992952783650458,-0.048782944435118346,0.9816176470588235,0.9864062669721236,6bba_cdcfe533,29785,0.9992952783650458,1418,6cb39a54999a86f33d6b53ffd59834a149d34689da3f1c97c9720d210d8bd072,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,8f74b18d254a7b0fe69deec626ff78b06068e4c95e893a3f360dee2db93cd538,2.324850853998214
815,3,2,0,0,0,35110,1.0,0.006305531670965893,0.9939024390243902,0.9932757306936784,6bba_cf35214c,34890,1.0,842,a053a47bf10534e3b4aa6254ae930b2974dc684e9dd3aed4d05d386602d69c4b,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,298cbb2186d7842768ca70a2c950c7f37af3143dea03660870d74982f6c26514,1.4664508481509984
1455,43,46,0,1,0,47071,0.9929980903882877,0.015292696604978215,0.9423575129533679,0.9409163941994662,6bba_cff5865f,46362,0.9929980903882877,1560,cc3134e801c5dfddf4ca784be7687d589db6afa8f0046defb690bdfe3e847800,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,7d2da5e35eab3bb3b4eccdcfa39ceb0387e28df6be00992e962eb206afb024e0,1.9150521541014314
813,0,0,0,0,0,5722,1.0,-0.06365570283096056,1.0,1.006365570283096,6bba_d0fc38b5,6111,1.0,835,58c7cfabbcb13dbfe49d0c4ad622d06c0a930c25eab763a3a5807d90be806254,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,9417537c24450e1c34add04fc58740b95c70e91bde81cc67eec4fe231559d1a3,0.34935595002025366
609,27,34,0,3,1,16237,0.9750367107195301,0.10313200625042462,0.908955223880597,0.899580986297536,6bba_d1acb6ff,14719,0.9750367107195301,664,48335aa9911c09b927224b197ea94a2ce6f058ddedd27d00943f6ed44591a212,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,b7c0e2f4c936584411f5c799fc5ed43ec007197e9c69fb5107347d88e30d0bd5,0.8852109936997294
917,7,4,0,2,2,18818,1.0,-0.06740013876499157,0.9881465517241379,0.9948066731947734,6bba_d2b9fc0c,20178,1.0,944,ad26f6febe57f02bfed9064673a2cfd4bb079fe73faf013b5d3ad0dfe7c2fbcd,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c1a4622dad474fd57575969e1324ab5f44577fb6c3a07b5e723492b0642addcf,1.2188434097915888
846,13,11,0,1,1,15964,0.9988726042841037,-0.07433607793111446,0.9724137931034482,0.9796423358539911,6bba_d3da753b,17246,0.9988726042841037,886,66911a927717b0442913128793f97872bfa627c00cb78233bc5b46744836d654,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a872fa7d1654e88164d5fa058d08a7071c2dd69ee925f30a2c310ea271ccafce,0.9335384531877935
519,0,0,0,0,0,4129,1.0,-0.08630227926532419,1.0,1.0086302279265325,6bba_d5eae175,4519,1.0,528,e96a3b2ecbbab1289e2d6f3677122e6c13e761c5d072f97496941818e83021c3,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,5a706371d97be15d93373dc82bcdb4ad33457988051784aedf679961ed449878,0.28546325117349625
849,6,13,0,0,0,6064,0.9932279909706546,0.13155439447658146,0.978110599078341,0.9652431243190532,6bba_d6ecebbb,5359,0.9932279909706546,880,0f238fbe14369327b4b5b7d6c09d4bd4844746167a904532a7122c24eeb2f4e0,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,99bd49638b6d1ac5f8a37140536f0a90d098a6dfc8579e1cdb564b514fa4d315,0.3560167271643877
509,18,21,0,0,0,28866,0.9889908256880734,0.041492278828113724,0.9288321167883211,0.9249781806708923,6bba_d82a4fc6,27716,0.9889908256880734,539,6ed3c7b96dc19cb024206e17aff7450f8a0bb740f4e9227e086dfc6329dad312,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,64aa252ea4de813f2804c967bb49e7655eead9198d6539d7a7e142345404f51e,1.190939003136009
719,5,10,1,0,3,11795,0.9921671018276762,-0.0010163462352841535,0.9795640326975477,0.979663590319233,6bba_debd7bfa,11807,0.9921671018276762,760,804d1b096a3bed0934f2a7ef5f6b49f51339090287182f320756cafb27bdbcab,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,4955e427e283e8ca374bd618e27a0d2a9fe2c179912b764f43dc4ac5d73038c5,1.028821534011513
647,3,7,2,0,2,21988,0.9955089820359282,0.14288684443058372,0.984779299847793,0.9707080991862119,6bba_df673a83,19239,0.9955089820359282,665,283fb0e6ae7a0c53097d6e20d033dc94c80a6edbce0000894dac8577310b6000,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c66cba265ccaf4ded8e95d98722482cd1c077b1326ca42e234222acdda126f83,1.9452108950354159
934,10,8,0,0,1,5937,0.9989626556016598,-0.06753573111355426,0.9810924369747899,0.987718316476897,6bba_e16ffc58,6367,0.9989626556016598,963,509eaa405c2004a0c47874c0dccd2ad308106e97c96243852655aae7b8e470dd,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,319ef2c1e706288ba6369f12a8fd4f6c306e1f1d3dfa6267b3defa078c4f7732,0.43636475317180157
624,5,10,0,0,0,5169,0.9894894894894894,-0.07943009795191451,0.9765258215962441,0.9842823757624404,6bba_e5e44988,5615,0.9894894894894894,659,0433be158c5c4532682533e8ed8ea9fd38924f2b6422eb59aeffed705ebc94cf,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,36400e9adc97fc7d05fbdd425b9e5735c5b0e1b768abde0f7c9f4d0a38890572,0.32769493805244565
761,33,42,0,1,2,59543,0.9822904368358913,0.04742554576318891,0.9102870813397129,0.9059699951763412,6bba_ebdf3b34,56847,0.9822904368358913,832,b96da0020738ef6244a6eaf2ec181a965c769e6e357f9080c320da6f03219be4,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,e906ca1675c6f9875c46dee095b21fbf9ba5455e74aa521fcd73fa0a9a0ecb69,3.4229414891451597
1034,250,230,0,0,0,51671,0.9446130500758725,0.24221078949899028,0.6829590488771466,0.6664170438347453,6bba_ebff6e76,41596,0.9446130500758725,1245,86a900d14c33d211afc9d2bc437b8e24bd1c55aaf5082375e570fa8a627ea190,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,b60c8a2d1c9d0c0bf256548949112ed4776016edeec751426358950424eb622d,2.0027831392362714
497,2,11,0,0,0,4352,0.9830508474576272,-0.02048165653837497,0.9745098039215686,0.9765057614312888,6bba_ed9377fd,4443,0.9830508474576272,522,4c957895b9a610df8993d9ed5f2e3875895fefe130855f4c193c13088405dff0,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,512991b898206474ff0eaccb88a184161fd05d792ac7833cdab6a5aa676f5b2f,0.3129284679889679
734,42,26,0,0,0,50946,0.9987515605493134,-0.1400357854225043,0.9152119700748129,0.9280282127805635,6bba_edf14583,59242,0.9987515605493134,800,4daf835d46a9b706437829b051e376c0d587af43f5ec96b73cbe4d09909f3c65,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,9ff0710835cccc159abdb5fe223168dc320c482bd15f024a0af0f79d9af0c1de,1.8501360309310257
928,71,61,0,1,0,8497,0.9775828460038987,-0.09093826896330373,0.8754716981132076,0.8834330861884855,6bba_eebc57a5,9347,0.9775828460038987,1003,f4b7114fc987bc357e2fdb0d0d90c9fbe5b99976e6e6c109681eceb7c3bd60ad,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f77e8ac8b76f09c71bec39664a43ebf03c98b9e5af619aa470f9c12cf7ab5384,0.4680386409163475
1178,7,23,0,0,2,5839,0.9878444084278768,-0.0438840674635664,0.9751655629139073,0.9794449860490134,6bba_ef7b4f7e,6107,0.9878444084278768,1219,1c23a1504fa70cb3641e2951a3adf0c077ff7637fa19fad0c56dd4265220ec5b,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,44f262aa82a234a3019a41e9e1649467b365254ed2c4f2ffe8cccc7337b611e0,0.5140154571272433
921,78,94,0,1,0,25861,0.9666048237476809,0.03597324039578576,0.8426349496797805,0.8396037187187083,6bba_f17befbc,24963,0.9666048237476809,1042,16bd2dfd00f338f1fee50fbed3ddf5fc0c9ad62178209c66f3f7673802a2f922,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a8445d901d3353debe96e08863d5f6e5ef0523378ffda7bf667de159cdb7aec3,1.0226634819991887
434,3,12,0,0,0,7985,0.9789915966386554,-0.11670353982300885,0.9665924276169265,0.9778729034038276,6bba_f1fde7e0,9040,0.9789915966386554,466,af70ebe7de3434587766db9d136584f1ff372b32b9deeaaefe353b3796670888,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,fcc3a66ec4776578ece640bbf6ebbf2e48121acb4fda9df798d55a9e6bbef9e6,0.3982865959405899
944,10,19,0,0,1,5244,0.9910269192422732,-0.1220492214967353,0.9701952723535457,0.9820364301226021,6bba_f20478e9,5973,0.9910269192422732,994,6fb05226ad715825a81ae1a63cea038746ff14cb3a9b4290c07971c8c8946468,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,b31abcd8a461f82a30b519b1a1a460335b2058b8da9f5dc7d097e9f7b5d462ce,0.4171676649712026
959,3,6,0,0,0,9341,0.996003996003996,0.04919689992137482,0.9907024793388429,0.9858285302660539,6bba_f4ae811c,8903,0.996003996003996,997,99624168de04d9d10df06b0e171b6f95198ea6d39e2f62db5d8d582e97a1c444,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a63b4a03ffe58112e35082d66d15af57d738a5ef242bebdd9a13a4e93dc76930,0.5915916496887803
356,16,14,0,0,2,31453,0.9948586118251928,0.06475964793500338,0.9222797927461139,0.9163071412785333,6bba_f8ffd5e7,29540,0.9948586118251928,387,5e51bac111a3c7c442a8a22a4fa37ab9fb29f4203b5ac930c9c441ad88450ec1,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,1f3042ab773340f4806f6542431df16fa82ce98b378a92c2c81d04086a5afc76,1.8636081791482866
635,6,4,0,0,0,4977,1.0,0.01799959091838822,0.9844961240310077,0.982724071281678,6bba_fbc898dc,4889,1.0,655,7dfc7935ad088462b814861c62cbec5a7fab94121430b06718931a0882c99678,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,fab57b56f4d7ccf7d489e4687e415e3bcca2d588adf6a750829a7d4d3663cb0c,0.33037946885451674
749,11,13,0,0,0,6975,0.9911167512690355,-0.11327231121281464,0.9689521345407504,0.9799276793141525,6bba_fc516dc6,7866,0.9911167512690355,781,eacfb26445f224074802d67ae7ea2d769c3b4ec8f9cce51dc0bbee1073cdd488,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f1e37634ef53884b6ec805fe5a65c2db2147ecc71720d300c0a02e96f52232c9,0.3868131027556956
428,10,30,0,0,2,17688,0.9532908704883227,0.2616262482168331,0.9145299145299145,0.8906034114878623,6bba_fc5f39dc,14020,0.9532908704883227,449,366936d703dead67afa06e598034bf7a135f2937f0ff50e64b72215b60c52694,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,afd716b00787bfdc7fb5eaad23c47f34860556301ed147c453d5c8dc78a13de0,1.2081276993267238
836,62,87,0,1,0,12254,0.9508881922675027,-0.06365095132574311,0.848730964467005,0.8541332177977989,6bba_fc83837d,13087,0.9508881922675027,910,c58ec6d8cf4e733364bc67d3df69f3bdb75e01cce444b9a27b98749cac8a879d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,d3eb8f3e4cbc1afae069446c2866aadd7ce4b0402026be88412d0ceafff69b38,0.5920149409212172
672,5,8,0,0,2,9874,0.9916201117318436,-0.08877814691768181,0.981021897810219,0.9897312284275447,6bba_fe670320,10836,0.9916201117318436,710,c73c2bea0fd6ea2a854e7984d35da5ab19d81ac77ef7d9a8ef69cd6b79e11b3e,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,fae54c692b9ecdd674436038abd3289f12fd756d1c9f83a66c13ef44541cb975,0.706661434378475
48,0,2,0,0,0,25650,0.9423076923076923,-0.004076878276062901,0.96,0.960391380314502,44b6_0113de3b,25755,0.9423076923076923,49,bb85374f60364ad9428bc80dec03c69d28dbfa81f20f46f589c794699c568e49,075fc5f5a52d11077f9dc2b074644618f26939e2,J_native_frozen,44b6,de9ed9ada67e717ca85d19af2ac9f59d9b6e3e3a7773619912991f3f6d15dfaf,1.1029689259994484
49,1,0,0,1,0,20498,1.0,-0.37496569599024243,0.98,1.0167466382070436,44b6_0b24845f,32795,1.0,51,cb3fab522f5d9cf6ed93e207fa26f569cc31706cf42613bca30ce72d7f0b8af6,075fc5f5a52d11077f9dc2b074644618f26939e2,J_native_frozen,44b6,e8e52e2c2dbfff1dcdf2c910d92f77a03c6447adcd65024c8089cc4a46503213,0.7172799830004806
66,5,4,0,0,0,27580,1.0,-0.013520280420630946,0.88,0.8811897846770156,44b6_0c582fdc,27958,1.0,71,e3c60a1c79c54ff0e2193f0c39c83bcb82db16d3de5545a4909de739ca7a34b4,075fc5f5a52d11077f9dc2b074644618f26939e2,J_native_frozen,44b6,1f5d42dbef9295dfc88b718954d254676a0928ae9e5f10e078b3a7d4b4ba8741,1.2170316960000491
148,0,3,0,0,0,17809,0.9808917197452229,0.16133029018584935,0.9801324503311258,0.964319945067877,44b6_0db75fae,15335,0.9808917197452229,154,0295bd70bb44131bd883e3f4fa2c227235e0c26bc3150a4f3b64ac0e4970f347,075fc5f5a52d11077f9dc2b074644618f26939e2,J_native_frozen,44b6,59ae72eb52cee12d6e88759b98aa38bd53677145816c8db68308c6abb8b38232,0.8727391749998787
319,190,454,0,20,1,44829,0.9873096446700508,-0.23593877829288246,0.3312564901349948,0.33907211529339876,44b6_12dfb391,58672,0.9873096446700508,778,d46246e40bad499e8ee03ec683dd7ac5348eb9db19ac9944e20e262bf84cc096,075fc5f5a52d11077f9dc2b074644618f26939e2,J_native_frozen,44b6,158385ca7466da3481b2a299e179daf6c645674c927de3fc40710c854c2db598,1.8154015809996054
