adj_edge_jaccard,dataset,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,estimated_total,graph_hash,gt_node_recall,matched_nodes,metric_revision,node_recall,num_pred_nodes,total_node_ratio,variant
0.9364812307956767,44b6_d754aa59,0,0,1,2,2,0.9444444444444444,68,44b6,5171,ef7d1315d1aae152dc7cf73effd4985a9719429bc182719e9df566d42aee7dd2,0.9861111111111112,71,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9861111111111112,5607,0.08431637981048153,A_residual_m3.0
0.8933843286828653,44b6_d78e09d9,0,0,0,25,23,0.8987341772151899,426,44b6,22259,4f693e4e89bcf87c15b8f66354e65ca56b0042917f5d4c3264d0c508d541681c,0.9740820734341252,451,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9740820734341252,23584,0.05952648366952693,A_residual_m3.0
0.8967110430672968,44b6_db3c847b,0,0,0,9,8,0.9,153,44b6,15023,7e37fe8c3be7e62679ae02441745987c3ce8d5ba110312354bf9276a23e6c9d5,0.9757575757575757,161,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9757575757575757,15572,0.036543965918924316,A_residual_m3.0
0.8798437890900633,44b6_ddf577ad,0,0,0,43,59,0.8555240793201133,604,44b6,53492,0fb42a752bf5e387b9468e8d206fdb144fbe2c9a3f4238374cfdd865044d2a64,0.9893778452200304,652,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9893778452200304,38286,-0.2842668062514021,A_residual_m3.0
0.9194248777885922,44b6_deabac95,0,2,1,3,6,0.9307692307692308,121,44b6,13989,61447b62585e30c41300c43343f12b8767ec854e235c3806367c0dd10c6cfb6a,0.9920634920634921,125,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9920634920634921,15694,0.12188147830438202,A_residual_m3.0
0.9567062586878884,44b6_e28840c6,2,0,0,22,10,0.8996865203761756,287,44b6,74686,f28bbb846ec90b3402877c05f3b2c5a2615f97197ec1fe056740be6d7ab4e25b,0.9678456591639871,301,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9678456591639871,27352,-0.633773397959457,A_residual_m3.0
0.8830111572297947,44b6_e29f0176,0,0,0,3,3,0.8867924528301887,47,44b6,12969,b999b7cd2eb41a2e33d70fa2db61b0067ea878d46b10d7dc5b8303d69d28261b,0.9803921568627451,50,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9803921568627451,13522,0.0426401418767831,A_residual_m3.0
0.8915254658345638,44b6_e31261b4,0,0,0,6,8,0.8842975206611571,107,44b6,72856,e3767577498a9889643e31d071166fdd032274e7f3906fa2e187ce1b1e720b21,0.9913793103448276,115,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9913793103448276,66901,-0.08173657626001976,A_residual_m3.0
0.8511707528752853,44b6_e35b117d,0,1,0,29,21,0.8257839721254355,237,44b6,28641,cd9ac7a39b2e74bcbde47374f44b7084076d9cc3846ee558117f5cee17423bc4,0.9407407407407408,254,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9407407407407408,19836,-0.3074264166753954,A_residual_m3.0
0.8019832657133746,44b6_e57ff5c6,0,0,0,27,15,0.7910447761194029,159,44b6,20314,3865e7129e2dc866f6af3ceaf43468d5e052f540a9e320b7209b907b6abca8c4,0.9119170984455959,176,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9119170984455959,17505,-0.13827901939549078,A_residual_m3.0
0.9572780531603706,44b6_eb2880fc,1,1,0,12,13,0.9362244897959183,367,44b6,48084,2be6b7fd7a6d1a63ea4f92eed695ea754f9ad8539118853e448ce82cedc7413b,0.9948717948717949,388,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9948717948717949,37271,-0.22487729806172532,A_residual_m3.0
0.9520088668179052,44b6_f28707c6,0,0,0,1,1,0.967741935483871,60,44b6,18656,bff15589e024dd7b8b29704144d871c7607139c0e71ad76a9f3532cb08043087,1.0,63,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,21689,0.16257504288164665,A_residual_m3.0
0.9690908226899541,6bba_05b6850b,0,0,0,15,15,0.9651162790697675,830,6bba,6362,0683f3a88ad1a7e00fabfe97e36ae69186b907873f64cfb579df6f2e294872b9,0.9941927990708479,856,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9941927990708479,6100,-0.04118201823325998,A_residual_m3.0
0.8771269175098673,6bba_05db0fb1,3,1,0,77,78,0.8770816812053925,1106,6bba,69800,761729212f669dae4246252c8313b35f813cb9e15b9a287ec030e0758835e9db,0.9804719283970708,1205,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9804719283970708,69764,-0.0005157593123209169,A_residual_m3.0
1.0000256780613064,6bba_062c8d37,0,0,1,1,1,0.9977753058954394,897,6bba,6030,91bd7043fb317de1b49dfca446d4d1383fd2c008f71493eecac0a78ad6ce5199,1.0,930,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,5894,-0.022553897180762852,A_residual_m3.0
0.9753529132377209,6bba_07477033,0,1,0,7,11,0.9706362153344209,595,6bba,4836,97ffcab1d6efc6eb5f1e4d27550e60ca23d615a225bf1b05220f1a2871c5d31a,1.0,613,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,4601,-0.04859387923904053,A_residual_m3.0
0.823420477089888,6bba_07e24132,2,0,0,36,17,0.8535911602209945,309,6bba,21485,0f3288a933de8abb4a23a353abc047bc368bb9e7e2ffa0c2eb3149f8f132604e,0.924791086350975,332,075fc5f5a52d11077f9dc2b074644618f26939e2,0.924791086350975,29079,0.3534558994647428,A_residual_m3.0
0.9954038443864747,6bba_085bf656,1,0,0,6,2,0.9931623931623932,1162,6bba,8463,46286176cabc8dee653220b7099ba8b58c9fc138e274cb5f914fbf94802ab265,0.9958263772954925,1193,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9958263772954925,8272,-0.022568829020441925,A_residual_m3.0
0.9186891900727869,6bba_09961292,3,0,1,75,93,0.9144602851323829,1796,6bba,31117,e93bc07a27cd4fe95ec6c5d253245d2ef7e39b72b6a99da7c0eb4079925d27e8,0.9933333333333333,1937,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9933333333333333,29678,-0.04624481794517466,A_residual_m3.0
0.9574381868131868,6bba_0c7fa718,0,1,0,21,13,0.9494047619047619,638,6bba,13650,cf5d6fb055eebeb2a826359dcb2dc5b2a615e26281eb869c476651b3cb932d3e,0.984375,693,075fc5f5a52d11077f9dc2b074644618f26939e2,0.984375,12495,-0.08461538461538462,A_residual_m3.0
0.8156018126997785,6bba_0e7c0d07,1,0,0,22,18,0.8148148148148148,176,6bba,22467,f42b402daca1017d94709c3e867013b544812ba699cc9bddee78b0d38447cdf8,0.9425837320574163,197,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9425837320574163,22250,-0.009658610406373792,A_residual_m3.0
0.9635831224057342,6bba_12665c0e,3,1,0,33,6,0.9611553784860558,965,6bba,8314,2135377b4a4f50f2c47662c32e5544080bf6269c60475264ffa5ff068af7bcc5,0.9739382239382239,1009,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9739382239382239,8104,-0.02525859995188838,A_residual_m3.0
0.9812710564678269,6bba_13f19531,0,1,0,6,8,0.9803370786516854,698,6bba,5773,5db7172499a0cf9221633ac830686f02c31c984262e661655bad34a7dc068350,0.9972862957937585,735,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9972862957937585,5718,-0.009527108955482418,A_residual_m3.0
0.9797067789229207,6bba_15403b9a,0,1,0,11,10,0.9715832205683356,718,6bba,6889,d81488fb2da7396812c8b21d909bf4a7d7a347e3fe4ffccc7873e60f16b87d31,0.9920844327176781,752,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9920844327176781,6313,-0.08361155465234432,A_residual_m3.0
0.8763211644464807,6bba_1d0d8384,1,0,0,104,79,0.8732686980609419,1261,6bba,17909,4f77795c910d5cdfb44b65d0a983d5aba14b28f6236b6444f89f9980fa24b354,0.9659248956884562,1389,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9659248956884562,17283,-0.03495449215478251,A_residual_m3.0
0.9348078924205059,6bba_1ebfb80d,0,1,0,30,19,0.9336043360433605,689,6bba,11558,c90b50e8d1925c8e9d8d29c7ff6c9bdd1e4d8cf03e6694cb9c337fce3292b44c,0.9758389261744966,727,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9758389261744966,11409,-0.012891503720366845,A_residual_m3.0
0.7994063606560579,6bba_1f58c2f6,0,0,0,30,34,0.8078078078078078,269,6bba,28903,deab94d9798f4c50de0ace7b12325e5b99214edededfa4439c0dcafdc1129c89,0.9747634069400631,309,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9747634069400631,31909,0.1040030446666436,A_residual_m3.0
