dataset,variant,parent_observations,after_gate,daughter_options,pair_options,after_margin,proposed,selected,removed_edges,protected_or_nonpositive,solver_optimal,solver_gap,rebuilt_associations
6bba_3db54e20,C1short,22646,11313,67878.0,169695.0,0,0,0,,,,,
6bba_3db54e20,C1,22646,62,372.0,930.0,0,0,0,,,,,
6bba_3db54e20,C1_relinked,22646,62,372.0,930.0,0,0,0,,,,,True
6bba_3db54e20,C2,22646,1428,8568.0,21420.0,4,4,4,6.0,0.0,True,0.0,
6bba_3db54e20,C3,22646,38,228.0,570.0,0,0,0,,,,,
6bba_3db54e20,C4,22646,3760,22560.0,56400.0,2,2,2,3.0,0.0,True,0.0,
6bba_3db54e20,C4_relinked,22646,3760,22560.0,56400.0,2,2,2,3.0,0.0,True,0.0,True
6bba_3db54e20,C4_m2,22646,3760,22560.0,56400.0,10,10,10,15.0,0.0,True,0.0,
6bba_3db54e20,C4_m6,22646,3760,22560.0,56400.0,1,1,1,1.0,0.0,True,0.0,
6bba_3db54e20,C4_Gonly,22646,3760,22560.0,56400.0,76,76,60,100.0,4.0,True,0.0,
6bba_3db54e20,C5,22646,3820,22920.0,57300.0,2,2,2,3.0,0.0,True,0.0,
6bba_3db54e20,C6,22646,3760,22560.0,56400.0,8,8,8,12.0,0.0,True,0.0,
6bba_3db54e20,C0,22646,0,,,0,0,0,,,,,
6bba_3db54e20,decoder_only,22646,0,,,0,0,0,,,,,
6bba_3db54e20,original_objective_C4,22646,0,,,0,0,0,,,,,
6bba_3db54e20,D_real,22646,56,336.0,840.0,0,0,0,,,,,True
6bba_3db54e20,D_synthetic,22646,66,396.0,990.0,0,0,0,,,,,True
6bba_3db54e20,D_synthetic_C4,22646,4163,24978.0,62445.0,3,3,3,4.0,0.0,True,0.0,True
6bba_3fda6b25,C1short,8241,3512,21072.0,52680.0,0,0,0,,,,,
6bba_3fda6b25,C1,8241,10,60.0,150.0,0,0,0,,,,,
6bba_3fda6b25,C1_relinked,8241,10,60.0,150.0,0,0,0,,,,,True
6bba_3fda6b25,C2,8241,132,792.0,1980.0,2,2,0,,2.0,,,
6bba_3fda6b25,C3,8241,38,228.0,570.0,0,0,0,,,,,
6bba_3fda6b25,C4,8241,325,1950.0,4875.0,2,2,0,,2.0,,,
6bba_3fda6b25,C4_relinked,8241,325,1950.0,4875.0,2,2,2,2.0,0.0,True,0.0,True
6bba_3fda6b25,C4_m2,8241,325,1950.0,4875.0,4,4,1,1.0,3.0,True,0.0,
6bba_3fda6b25,C4_m6,8241,325,1950.0,4875.0,0,0,0,,,,,
6bba_3fda6b25,C4_Gonly,8241,325,1950.0,4875.0,1,1,0,,1.0,,,
6bba_3fda6b25,C5,8241,258,1548.0,3870.0,1,1,0,,1.0,,,
6bba_3fda6b25,C6,8241,325,1950.0,4875.0,3,3,0,,3.0,,,
6bba_3fda6b25,C0,8241,0,,,0,0,0,,,,,
6bba_3fda6b25,decoder_only,8241,0,,,0,0,0,,,,,
6bba_3fda6b25,original_objective_C4,8241,0,,,0,0,0,,,,,
6bba_3fda6b25,D_real,8241,9,54.0,135.0,0,0,0,,,,,True
6bba_3fda6b25,D_synthetic,8241,9,54.0,135.0,0,0,0,,,,,True
6bba_3fda6b25,D_synthetic_C4,8241,370,2220.0,5550.0,2,2,2,2.0,0.0,True,0.0,True
6bba_43fea39d,C1short,5334,1434,8604.0,21510.0,0,0,0,,,,,
6bba_43fea39d,C1,5334,1,6.0,15.0,0,0,0,,,,,
6bba_43fea39d,C1_relinked,5334,1,6.0,15.0,0,0,0,,,,,True
6bba_43fea39d,C2,5334,136,816.0,2040.0,3,3,1,1.0,2.0,True,0.0,
6bba_43fea39d,C3,5334,15,90.0,225.0,0,0,0,,,,,
6bba_43fea39d,C4,5334,191,1146.0,2865.0,2,2,0,,2.0,,,
6bba_43fea39d,C4_relinked,5334,191,1146.0,2865.0,2,2,2,2.0,0.0,True,0.0,True
6bba_43fea39d,C4_m2,5334,191,1146.0,2865.0,5,5,2,3.0,3.0,True,0.0,
6bba_43fea39d,C4_m6,5334,191,1146.0,2865.0,1,1,0,,1.0,,,
6bba_43fea39d,C4_Gonly,5334,191,1146.0,2865.0,12,12,10,17.0,2.0,True,0.0,
6bba_43fea39d,C5,5334,174,1044.0,2610.0,2,2,0,,2.0,,,
6bba_43fea39d,C6,5334,191,1146.0,2865.0,2,2,0,,2.0,,,
6bba_43fea39d,C0,5334,0,,,0,0,0,,,,,
6bba_43fea39d,decoder_only,5334,0,,,0,0,0,,,,,
6bba_43fea39d,original_objective_C4,5334,0,,,0,0,0,,,,,
6bba_43fea39d,D_real,5334,1,6.0,15.0,0,0,0,,,,,True
6bba_43fea39d,D_synthetic,5334,1,6.0,15.0,0,0,0,,,,,True
6bba_43fea39d,D_synthetic_C4,5334,229,1374.0,3435.0,3,3,3,3.0,0.0,True,0.0,True
6bba_474be664,C1short,26632,11562,69372.0,173430.0,0,0,0,,,,,
6bba_474be664,C1,26632,73,438.0,1095.0,0,0,0,,,,,
6bba_474be664,C1_relinked,26632,73,438.0,1095.0,0,0,0,,,,,True
6bba_474be664,C2,26632,513,3078.0,7695.0,0,0,0,,,,,
6bba_474be664,C3,26632,175,1050.0,2625.0,0,0,0,,,,,
6bba_474be664,C4,26632,1600,9600.0,24000.0,0,0,0,,,,,
6bba_474be664,C4_relinked,26632,1600,9600.0,24000.0,0,0,0,,,,,True
6bba_474be664,C4_m2,26632,1600,9600.0,24000.0,0,0,0,,,,,
6bba_474be664,C4_m6,26632,1600,9600.0,24000.0,0,0,0,,,,,
6bba_474be664,C4_Gonly,26632,1600,9600.0,24000.0,28,28,26,45.0,0.0,True,0.0,
6bba_474be664,C5,26632,1031,6186.0,15465.0,0,0,0,,,,,
6bba_474be664,C6,26632,1600,9600.0,24000.0,0,0,0,,,,,
6bba_474be664,C0,26632,0,,,0,0,0,,,,,
6bba_474be664,decoder_only,26632,0,,,0,0,0,,,,,
6bba_474be664,original_objective_C4,26632,0,,,0,0,0,,,,,
6bba_474be664,D_real,26632,82,492.0,1230.0,0,0,0,,,,,True
6bba_474be664,D_synthetic,26632,68,408.0,1020.0,0,0,0,,,,,True
6bba_474be664,D_synthetic_C4,26632,1754,10524.0,26310.0,0,0,0,,,,,True
6bba_48816121,C1short,25037,9982,59892.0,149730.0,0,0,0,,,,,
6bba_48816121,C1,25037,47,282.0,705.0,0,0,0,,,,,
6bba_48816121,C1_relinked,25037,47,282.0,705.0,0,0,0,,,,,True
6bba_48816121,C2,25037,874,5244.0,13110.0,0,0,0,,,,,
6bba_48816121,C3,25037,58,348.0,870.0,0,0,0,,,,,
6bba_48816121,C4,25037,2022,12132.0,30330.0,0,0,0,,,,,
6bba_48816121,C4_relinked,25037,2022,12132.0,30330.0,0,0,0,,,,,True
6bba_48816121,C4_m2,25037,2022,12132.0,30330.0,3,3,2,4.0,1.0,True,0.0,
6bba_48816121,C4_m6,25037,2022,12132.0,30330.0,0,0,0,,,,,
6bba_48816121,C4_Gonly,25037,2022,12132.0,30330.0,15,15,11,22.0,4.0,True,0.0,
6bba_48816121,C5,25037,933,5598.0,13995.0,0,0,0,,,,,
6bba_48816121,C6,25037,2022,12132.0,30330.0,0,0,0,,,,,
6bba_48816121,C0,25037,0,,,0,0,0,,,,,
6bba_48816121,decoder_only,25037,0,,,0,0,0,,,,,
6bba_48816121,original_objective_C4,25037,0,,,0,0,0,,,,,
6bba_48816121,D_real,25037,57,342.0,855.0,0,0,0,,,,,True
6bba_48816121,D_synthetic,25037,48,288.0,720.0,0,0,0,,,,,True
6bba_48816121,D_synthetic_C4,25037,2167,13002.0,32505.0,0,0,0,,,,,True
6bba_4aa14c89,C1short,6998,3549,21294.0,53235.0,0,0,0,,,,,
6bba_4aa14c89,C1,6998,42,252.0,630.0,0,0,0,,,,,
6bba_4aa14c89,C1_relinked,6998,42,252.0,630.0,0,0,0,,,,,True
6bba_4aa14c89,C2,6998,110,660.0,1650.0,0,0,0,,,,,
6bba_4aa14c89,C3,6998,37,222.0,555.0,0,0,0,,,,,
6bba_4aa14c89,C4,6998,216,1296.0,3240.0,0,0,0,,,,,
6bba_4aa14c89,C4_relinked,6998,216,1296.0,3240.0,0,0,0,,,,,True
6bba_4aa14c89,C4_m2,6998,216,1296.0,3240.0,0,0,0,,,,,
6bba_4aa14c89,C4_m6,6998,216,1296.0,3240.0,0,0,0,,,,,
6bba_4aa14c89,C4_Gonly,6998,216,1296.0,3240.0,5,5,5,6.0,0.0,True,0.0,
6bba_4aa14c89,C5,6998,198,1188.0,2970.0,0,0,0,,,,,
6bba_4aa14c89,C6,6998,216,1296.0,3240.0,0,0,0,,,,,
6bba_4aa14c89,C0,6998,0,,,0,0,0,,,,,
6bba_4aa14c89,decoder_only,6998,0,,,0,0,0,,,,,
6bba_4aa14c89,original_objective_C4,6998,0,,,0,0,0,,,,,
6bba_4aa14c89,D_real,6998,42,252.0,630.0,0,0,0,,,,,True
6bba_4aa14c89,D_synthetic,6998,47,282.0,705.0,0,0,0,,,,,True
6bba_4aa14c89,D_synthetic_C4,6998,237,1422.0,3555.0,0,0,0,,,,,True
6bba_4f99ce20,C1short,5337,546,3276.0,8190.0,0,0,0,,,,,
6bba_4f99ce20,C1,5337,2,12.0,30.0,0,0,0,,,,,
6bba_4f99ce20,C1_relinked,5337,2,12.0,30.0,0,0,0,,,,,True
6bba_4f99ce20,C2,5337,157,942.0,2355.0,3,3,2,4.0,0.0,True,0.0,
6bba_4f99ce20,C3,5337,9,54.0,135.0,0,0,0,,,,,
6bba_4f99ce20,C4,5337,331,1986.0,4965.0,5,5,3,6.0,0.0,True,0.0,
6bba_4f99ce20,C4_relinked,5337,331,1986.0,4965.0,5,5,3,6.0,0.0,True,0.0,True
6bba_4f99ce20,C4_m2,5337,331,1986.0,4965.0,6,6,4,8.0,0.0,True,0.0,
6bba_4f99ce20,C4_m6,5337,331,1986.0,4965.0,3,3,2,4.0,0.0,True,0.0,
6bba_4f99ce20,C4_Gonly,5337,331,1986.0,4965.0,17,17,14,26.0,0.0,True,0.0,
6bba_4f99ce20,C5,5337,327,1962.0,4905.0,3,3,2,4.0,0.0,True,0.0,
6bba_4f99ce20,C6,5337,331,1986.0,4965.0,6,6,4,8.0,0.0,True,0.0,
6bba_4f99ce20,C0,5337,0,,,0,0,0,,,,,
6bba_4f99ce20,decoder_only,5337,0,,,0,0,0,,,,,
6bba_4f99ce20,original_objective_C4,5337,0,,,0,0,0,,,,,
6bba_4f99ce20,D_real,5337,3,18.0,45.0,0,0,0,,,,,True
6bba_4f99ce20,D_synthetic,5337,0,0.0,0.0,0,0,0,,,,,True
6bba_4f99ce20,D_synthetic_C4,5337,347,2082.0,5205.0,3,3,2,4.0,0.0,True,0.0,True
6bba_4ffd3da3,C1short,19995,11645,69870.0,174675.0,0,0,0,,,,,
6bba_4ffd3da3,C1,19995,42,252.0,630.0,0,0,0,,,,,
6bba_4ffd3da3,C1_relinked,19995,42,252.0,630.0,0,0,0,,,,,True
6bba_4ffd3da3,C2,19995,746,4476.0,11190.0,0,0,0,,,,,
6bba_4ffd3da3,C3,19995,123,738.0,1845.0,0,0,0,,,,,
6bba_4ffd3da3,C4,19995,1961,11766.0,29415.0,0,0,0,,,,,
6bba_4ffd3da3,C4_relinked,19995,1961,11766.0,29415.0,0,0,0,,,,,True
6bba_4ffd3da3,C4_m2,19995,1961,11766.0,29415.0,1,1,0,,1.0,,,
6bba_4ffd3da3,C4_m6,19995,1961,11766.0,29415.0,0,0,0,,,,,
6bba_4ffd3da3,C4_Gonly,19995,1961,11766.0,29415.0,10,10,9,13.0,1.0,True,0.0,
6bba_4ffd3da3,C5,19995,1004,6024.0,15060.0,0,0,0,,,,,
6bba_4ffd3da3,C6,19995,1961,11766.0,29415.0,2,2,1,2.0,1.0,True,0.0,
6bba_4ffd3da3,C0,19995,0,,,0,0,0,,,,,
6bba_4ffd3da3,decoder_only,19995,0,,,0,0,0,,,,,
6bba_4ffd3da3,original_objective_C4,19995,0,,,0,0,0,,,,,
6bba_4ffd3da3,D_real,19995,42,252.0,630.0,0,0,0,,,,,True
6bba_4ffd3da3,D_synthetic,19995,37,222.0,555.0,0,0,0,,,,,True
6bba_4ffd3da3,D_synthetic_C4,19995,2137,12822.0,32055.0,0,0,0,,,,,True
6bba_55b7eebe,C1short,4531,1815,10890.0,27225.0,0,0,0,,,,,
6bba_55b7eebe,C1,4531,4,24.0,60.0,0,0,0,,,,,
6bba_55b7eebe,C1_relinked,4531,4,24.0,60.0,0,0,0,,,,,True
6bba_55b7eebe,C2,4531,86,516.0,1290.0,1,1,0,,1.0,,,
6bba_55b7eebe,C3,4531,10,60.0,150.0,0,0,0,,,,,
6bba_55b7eebe,C4,4531,216,1296.0,3240.0,0,0,0,,,,,
6bba_55b7eebe,C4_relinked,4531,216,1296.0,3240.0,0,0,0,,,,,True
6bba_55b7eebe,C4_m2,4531,216,1296.0,3240.0,0,0,0,,,,,
6bba_55b7eebe,C4_m6,4531,216,1296.0,3240.0,0,0,0,,,,,
6bba_55b7eebe,C4_Gonly,4531,216,1296.0,3240.0,3,3,3,6.0,0.0,True,0.0,
6bba_55b7eebe,C5,4531,155,930.0,2325.0,1,1,0,,1.0,,,
6bba_55b7eebe,C6,4531,216,1296.0,3240.0,1,1,0,,1.0,,,
6bba_55b7eebe,C0,4531,0,,,0,0,0,,,,,
6bba_55b7eebe,decoder_only,4531,0,,,0,0,0,,,,,
6bba_55b7eebe,original_objective_C4,4531,0,,,0,0,0,,,,,
6bba_55b7eebe,D_real,4531,4,24.0,60.0,0,0,0,,,,,True
6bba_55b7eebe,D_synthetic,4531,4,24.0,60.0,0,0,0,,,,,True
6bba_55b7eebe,D_synthetic_C4,4531,232,1392.0,3480.0,0,0,0,,,,,True
6bba_55c70843,C1short,37363,16525,99150.0,247875.0,0,0,0,,,,,
6bba_55c70843,C1,37363,106,636.0,1590.0,0,0,0,,,,,
6bba_55c70843,C1_relinked,37363,106,636.0,1590.0,0,0,0,,,,,True
6bba_55c70843,C2,37363,675,4050.0,10125.0,1,1,0,,1.0,,,
6bba_55c70843,C3,37363,185,1110.0,2775.0,0,0,0,,,,,
6bba_55c70843,C4,37363,2312,13872.0,34680.0,1,1,0,,1.0,,,
6bba_55c70843,C4_relinked,37363,2312,13872.0,34680.0,1,1,1,1.0,0.0,True,0.0,True
6bba_55c70843,C4_m2,37363,2312,13872.0,34680.0,1,1,0,,1.0,,,
6bba_55c70843,C4_m6,37363,2312,13872.0,34680.0,0,0,0,,,,,
6bba_55c70843,C4_Gonly,37363,2312,13872.0,34680.0,37,37,35,58.0,1.0,True,0.0,
6bba_55c70843,C5,37363,2276,13656.0,34140.0,1,1,0,,1.0,,,
6bba_55c70843,C6,37363,2312,13872.0,34680.0,2,2,1,2.0,1.0,True,0.0,
6bba_55c70843,C0,37363,0,,,0,0,0,,,,,
6bba_55c70843,decoder_only,37363,0,,,0,0,0,,,,,
6bba_55c70843,original_objective_C4,37363,0,,,0,0,0,,,,,
6bba_55c70843,D_real,37363,94,564.0,1410.0,0,0,0,,,,,True
6bba_55c70843,D_synthetic,37363,99,594.0,1485.0,0,0,0,,,,,True
6bba_55c70843,D_synthetic_C4,37363,2593,15558.0,38895.0,1,1,1,1.0,0.0,True,0.0,True
6bba_57b7cc1e,C1short,75665,26540,159240.0,398100.0,0,0,0,,,,,
6bba_57b7cc1e,C1,75665,160,960.0,2400.0,0,0,0,,,,,
6bba_57b7cc1e,C1_relinked,75665,160,960.0,2400.0,0,0,0,,,,,True
6bba_57b7cc1e,C2,75665,1556,9336.0,23340.0,4,4,2,3.0,2.0,True,0.0,
6bba_57b7cc1e,C3,75665,499,2994.0,7485.0,0,0,0,,,,,
6bba_57b7cc1e,C4,75665,3356,20136.0,50340.0,5,5,4,3.0,1.0,True,0.0,
6bba_57b7cc1e,C4_relinked,75665,3356,20136.0,50340.0,5,5,5,6.0,0.0,True,0.0,True
6bba_57b7cc1e,C4_m2,75665,3356,20136.0,50340.0,13,13,9,9.0,3.0,True,0.0,
6bba_57b7cc1e,C4_m6,75665,3356,20136.0,50340.0,1,1,1,0.0,0.0,True,0.0,
6bba_57b7cc1e,C4_Gonly,75665,3356,20136.0,50340.0,63,63,52,75.0,9.0,True,0.0,
6bba_57b7cc1e,C5,75665,3851,23106.0,57765.0,2,2,2,3.0,0.0,True,0.0,
6bba_57b7cc1e,C6,75665,3356,20136.0,50340.0,3,3,2,3.0,1.0,True,0.0,
6bba_57b7cc1e,C0,75665,0,,,0,0,0,,,,,
6bba_57b7cc1e,decoder_only,75665,0,,,0,0,0,,,,,
6bba_57b7cc1e,original_objective_C4,75665,0,,,0,0,0,,,,,
6bba_57b7cc1e,D_real,75665,178,1068.0,2670.0,0,0,0,,,,,True
6bba_57b7cc1e,D_synthetic,75665,161,966.0,2415.0,0,0,0,,,,,True
6bba_57b7cc1e,D_synthetic_C4,75665,3866,23196.0,57990.0,4,4,4,6.0,0.0,True,0.0,True
6bba_5a4d9360,C1short,5511,1343,8058.0,20145.0,0,0,0,,,,,
6bba_5a4d9360,C1,5511,2,12.0,30.0,0,0,0,,,,,
6bba_5a4d9360,C1_relinked,5511,2,12.0,30.0,0,0,0,,,,,True
6bba_5a4d9360,C2,5511,149,894.0,2235.0,3,3,3,4.0,0.0,True,0.0,
6bba_5a4d9360,C3,5511,10,60.0,150.0,0,0,0,,,,,
6bba_5a4d9360,C4,5511,289,1734.0,4335.0,2,2,2,4.0,0.0,True,0.0,
6bba_5a4d9360,C4_relinked,5511,289,1734.0,4335.0,2,2,2,4.0,0.0,True,0.0,True
6bba_5a4d9360,C4_m2,5511,289,1734.0,4335.0,8,8,8,12.0,0.0,True,0.0,
6bba_5a4d9360,C4_m6,5511,289,1734.0,4335.0,1,1,1,2.0,0.0,True,0.0,
6bba_5a4d9360,C4_Gonly,5511,289,1734.0,4335.0,7,7,7,9.0,0.0,True,0.0,
6bba_5a4d9360,C5,5511,260,1560.0,3900.0,3,3,3,4.0,0.0,True,0.0,
6bba_5a4d9360,C6,5511,289,1734.0,4335.0,2,2,2,4.0,0.0,True,0.0,
6bba_5a4d9360,C0,5511,0,,,0,0,0,,,,,
6bba_5a4d9360,decoder_only,5511,0,,,0,0,0,,,,,
6bba_5a4d9360,original_objective_C4,5511,0,,,0,0,0,,,,,
6bba_5a4d9360,D_real,5511,1,6.0,15.0,0,0,0,,,,,True
6bba_5a4d9360,D_synthetic,5511,1,6.0,15.0,0,0,0,,,,,True
6bba_5a4d9360,D_synthetic_C4,5511,300,1800.0,4500.0,4,4,4,8.0,0.0,True,0.0,True
6bba_5b28472a,C1short,5795,1347,8082.0,20205.0,0,0,0,,,,,
6bba_5b28472a,C1,5795,3,18.0,45.0,0,0,0,,,,,
6bba_5b28472a,C1_relinked,5795,3,18.0,45.0,0,0,0,,,,,True
6bba_5b28472a,C2,5795,52,312.0,780.0,0,0,0,,,,,
6bba_5b28472a,C3,5795,4,24.0,60.0,0,0,0,,,,,
6bba_5b28472a,C4,5795,84,504.0,1260.0,0,0,0,,,,,
6bba_5b28472a,C4_relinked,5795,84,504.0,1260.0,0,0,0,,,,,True
6bba_5b28472a,C4_m2,5795,84,504.0,1260.0,0,0,0,,,,,
6bba_5b28472a,C4_m6,5795,84,504.0,1260.0,0,0,0,,,,,
6bba_5b28472a,C4_Gonly,5795,84,504.0,1260.0,4,4,2,3.0,2.0,True,0.0,
6bba_5b28472a,C5,5795,84,504.0,1260.0,0,0,0,,,,,
6bba_5b28472a,C6,5795,84,504.0,1260.0,0,0,0,,,,,
6bba_5b28472a,C0,5795,0,,,0,0,0,,,,,
6bba_5b28472a,decoder_only,5795,0,,,0,0,0,,,,,
6bba_5b28472a,original_objective_C4,5795,0,,,0,0,0,,,,,
6bba_5b28472a,D_real,5795,2,12.0,30.0,0,0,0,,,,,True
6bba_5b28472a,D_synthetic,5795,4,24.0,60.0,0,0,0,,,,,True
6bba_5b28472a,D_synthetic_C4,5795,95,570.0,1425.0,0,0,0,,,,,True
6bba_5c039895,C1short,7856,3289,19734.0,49335.0,0,0,0,,,,,
6bba_5c039895,C1,7856,36,216.0,540.0,0,0,0,,,,,
6bba_5c039895,C1_relinked,7856,36,216.0,540.0,0,0,0,,,,,True
6bba_5c039895,C2,7856,80,480.0,1200.0,0,0,0,,,,,
6bba_5c039895,C3,7856,10,60.0,150.0,0,0,0,,,,,
6bba_5c039895,C4,7856,283,1698.0,4245.0,0,0,0,,,,,
6bba_5c039895,C4_relinked,7856,283,1698.0,4245.0,0,0,0,,,,,True
6bba_5c039895,C4_m2,7856,283,1698.0,4245.0,1,1,0,,1.0,,,
6bba_5c039895,C4_m6,7856,283,1698.0,4245.0,0,0,0,,,,,
6bba_5c039895,C4_Gonly,7856,283,1698.0,4245.0,5,5,3,6.0,2.0,True,0.0,
6bba_5c039895,C5,7856,254,1524.0,3810.0,0,0,0,,,,,
6bba_5c039895,C6,7856,283,1698.0,4245.0,1,1,0,,1.0,,,
6bba_5c039895,C0,7856,0,,,0,0,0,,,,,
6bba_5c039895,decoder_only,7856,0,,,0,0,0,,,,,
6bba_5c039895,original_objective_C4,7856,0,,,0,0,0,,,,,
6bba_5c039895,D_real,7856,28,168.0,420.0,0,0,0,,,,,True
6bba_5c039895,D_synthetic,7856,33,198.0,495.0,0,0,0,,,,,True
6bba_5c039895,D_synthetic_C4,7856,303,1818.0,4545.0,0,0,0,,,,,True
6bba_5c824876,C1short,25118,4413,26478.0,66195.0,0,0,0,,,,,
6bba_5c824876,C1,25118,10,60.0,150.0,0,0,0,,,,,
6bba_5c824876,C1_relinked,25118,10,60.0,150.0,0,0,0,,,,,True
6bba_5c824876,C2,25118,372,2232.0,5580.0,0,0,0,,,,,
6bba_5c824876,C3,25118,44,264.0,660.0,0,0,0,,,,,
6bba_5c824876,C4,25118,1179,7074.0,17685.0,0,0,0,,,,,
6bba_5c824876,C4_relinked,25118,1179,7074.0,17685.0,0,0,0,,,,,True
6bba_5c824876,C4_m2,25118,1179,7074.0,17685.0,0,0,0,,,,,
6bba_5c824876,C4_m6,25118,1179,7074.0,17685.0,0,0,0,,,,,
6bba_5c824876,C4_Gonly,25118,1179,7074.0,17685.0,8,8,4,7.0,4.0,True,0.0,
6bba_5c824876,C5,25118,1090,6540.0,16350.0,0,0,0,,,,,
6bba_5c824876,C6,25118,1179,7074.0,17685.0,1,1,0,,1.0,,,
6bba_5c824876,C0,25118,0,,,0,0,0,,,,,
6bba_5c824876,decoder_only,25118,0,,,0,0,0,,,,,
6bba_5c824876,original_objective_C4,25118,0,,,0,0,0,,,,,
6bba_5c824876,D_real,25118,9,54.0,135.0,0,0,0,,,,,True
6bba_5c824876,D_synthetic,25118,12,72.0,180.0,0,0,0,,,,,True
6bba_5c824876,D_synthetic_C4,25118,1407,8442.0,21105.0,0,0,0,,,,,True
6bba_5dfe9ad1,C1short,29423,12166,72996.0,182490.0,0,0,0,,,,,
6bba_5dfe9ad1,C1,29423,29,174.0,435.0,0,0,0,,,,,
6bba_5dfe9ad1,C1_relinked,29423,29,174.0,435.0,0,0,0,,,,,True
6bba_5dfe9ad1,C2,29423,517,3102.0,7755.0,0,0,0,,,,,
6bba_5dfe9ad1,C3,29423,66,396.0,990.0,0,0,0,,,,,
6bba_5dfe9ad1,C4,29423,1017,6102.0,15255.0,0,0,0,,,,,
6bba_5dfe9ad1,C4_relinked,29423,1017,6102.0,15255.0,0,0,0,,,,,True
6bba_5dfe9ad1,C4_m2,29423,1017,6102.0,15255.0,0,0,0,,,,,
6bba_5dfe9ad1,C4_m6,29423,1017,6102.0,15255.0,0,0,0,,,,,
6bba_5dfe9ad1,C4_Gonly,29423,1017,6102.0,15255.0,10,10,8,15.0,2.0,True,0.0,
6bba_5dfe9ad1,C5,29423,739,4434.0,11085.0,0,0,0,,,,,
6bba_5dfe9ad1,C6,29423,1017,6102.0,15255.0,0,0,0,,,,,
6bba_5dfe9ad1,C0,29423,0,,,0,0,0,,,,,
6bba_5dfe9ad1,decoder_only,29423,0,,,0,0,0,,,,,
6bba_5dfe9ad1,original_objective_C4,29423,0,,,0,0,0,,,,,
6bba_5dfe9ad1,D_real,29423,25,150.0,375.0,0,0,0,,,,,True
6bba_5dfe9ad1,D_synthetic,29423,20,120.0,300.0,0,0,0,,,,,True
6bba_5dfe9ad1,D_synthetic_C4,29423,1226,7356.0,18390.0,0,0,0,,,,,True
6bba_5f89039d,C1short,4387,894,5364.0,13410.0,0,0,0,,,,,
6bba_5f89039d,C1,4387,1,6.0,15.0,0,0,0,,,,,
6bba_5f89039d,C1_relinked,4387,1,6.0,15.0,0,0,0,,,,,True
6bba_5f89039d,C2,4387,23,138.0,345.0,1,1,0,,1.0,,,
6bba_5f89039d,C3,4387,10,60.0,150.0,0,0,0,,,,,
6bba_5f89039d,C4,4387,67,402.0,1005.0,0,0,0,,,,,
6bba_5f89039d,C4_relinked,4387,67,402.0,1005.0,0,0,0,,,,,True
6bba_5f89039d,C4_m2,4387,67,402.0,1005.0,0,0,0,,,,,
6bba_5f89039d,C4_m6,4387,67,402.0,1005.0,0,0,0,,,,,
6bba_5f89039d,C4_Gonly,4387,67,402.0,1005.0,1,1,1,1.0,0.0,True,0.0,
6bba_5f89039d,C5,4387,36,216.0,540.0,1,1,0,,1.0,,,
6bba_5f89039d,C6,4387,67,402.0,1005.0,0,0,0,,,,,
6bba_5f89039d,C0,4387,0,,,0,0,0,,,,,
6bba_5f89039d,decoder_only,4387,0,,,0,0,0,,,,,
6bba_5f89039d,original_objective_C4,4387,0,,,0,0,0,,,,,
6bba_5f89039d,D_real,4387,1,6.0,15.0,0,0,0,,,,,True
6bba_5f89039d,D_synthetic,4387,1,6.0,15.0,0,0,0,,,,,True
6bba_5f89039d,D_synthetic_C4,4387,71,426.0,1065.0,0,0,0,,,,,True
6bba_61dd1e0d,C1short,9421,4486,26916.0,67290.0,0,0,0,,,,,
6bba_61dd1e0d,C1,9421,24,144.0,360.0,0,0,0,,,,,
6bba_61dd1e0d,C1_relinked,9421,24,144.0,360.0,0,0,0,,,,,True
6bba_61dd1e0d,C2,9421,280,1680.0,4200.0,1,1,0,,1.0,,,
6bba_61dd1e0d,C3,9421,46,276.0,690.0,0,0,0,,,,,
6bba_61dd1e0d,C4,9421,588,3528.0,8820.0,0,0,0,,,,,
6bba_61dd1e0d,C4_relinked,9421,588,3528.0,8820.0,0,0,0,,,,,True
6bba_61dd1e0d,C4_m2,9421,588,3528.0,8820.0,1,1,0,,1.0,,,
6bba_61dd1e0d,C4_m6,9421,588,3528.0,8820.0,0,0,0,,,,,
6bba_61dd1e0d,C4_Gonly,9421,588,3528.0,8820.0,7,7,6,10.0,1.0,True,0.0,
6bba_61dd1e0d,C5,9421,337,2022.0,5055.0,0,0,0,,,,,
6bba_61dd1e0d,C6,9421,588,3528.0,8820.0,0,0,0,,,,,
6bba_61dd1e0d,C0,9421,0,,,0,0,0,,,,,
6bba_61dd1e0d,decoder_only,9421,0,,,0,0,0,,,,,
6bba_61dd1e0d,original_objective_C4,9421,0,,,0,0,0,,,,,
6bba_61dd1e0d,D_real,9421,19,114.0,285.0,0,0,0,,,,,True
6bba_61dd1e0d,D_synthetic,9421,26,156.0,390.0,0,0,0,,,,,True
6bba_61dd1e0d,D_synthetic_C4,9421,645,3870.0,9675.0,1,1,1,1.0,0.0,True,0.0,True
6bba_61ecbe65,C1short,5485,1940,11640.0,29100.0,0,0,0,,,,,
6bba_61ecbe65,C1,5485,2,12.0,30.0,0,0,0,,,,,
6bba_61ecbe65,C1_relinked,5485,2,12.0,30.0,0,0,0,,,,,True
6bba_61ecbe65,C2,5485,185,1110.0,2775.0,5,5,4,6.0,0.0,True,0.0,
