dataset,variant,parent_observations,after_gate,daughter_options,pair_options,after_margin,proposed,selected,removed_edges,protected_or_nonpositive,solver_optimal,solver_gap,rebuilt_associations
44b6_71a4179f,D_synthetic_C4,31756,4000,24000.0,60000.0,2,2,2,2.0,0.0,True,0.0,True
44b6_74d0c52e,C1short,8654,3590,21540.0,53850.0,1,1,1,2.0,0.0,True,0.0,
44b6_74d0c52e,C1,8654,108,648.0,1620.0,0,0,0,,,,,
44b6_74d0c52e,C1_relinked,8654,108,648.0,1620.0,0,0,0,,,,,True
44b6_74d0c52e,C2,8654,600,3600.0,9000.0,0,0,0,,,,,
44b6_74d0c52e,C3,8654,315,1890.0,4725.0,0,0,0,,,,,
44b6_74d0c52e,C4,8654,1502,9012.0,22530.0,1,1,1,2.0,0.0,True,0.0,
44b6_74d0c52e,C4_relinked,8654,1502,9012.0,22530.0,1,1,1,2.0,0.0,True,0.0,True
44b6_74d0c52e,C4_m2,8654,1502,9012.0,22530.0,3,3,3,4.0,0.0,True,0.0,
44b6_74d0c52e,C4_m6,8654,1502,9012.0,22530.0,1,1,1,2.0,0.0,True,0.0,
44b6_74d0c52e,C4_Gonly,8654,1502,9012.0,22530.0,71,71,48,81.0,11.0,True,0.0,
44b6_74d0c52e,C5,8654,862,5172.0,12930.0,0,0,0,,,,,
44b6_74d0c52e,C6,8654,1502,9012.0,22530.0,3,3,2,3.0,0.0,True,0.0,
44b6_74d0c52e,C0,8654,0,,,0,0,0,,,,,
44b6_74d0c52e,decoder_only,8654,0,,,0,0,0,,,,,
44b6_74d0c52e,original_objective_C4,8654,0,,,0,0,0,,,,,
44b6_74d0c52e,D_real,8654,110,660.0,1650.0,0,0,0,,,,,True
44b6_74d0c52e,D_synthetic,8654,111,666.0,1665.0,0,0,0,,,,,True
44b6_74d0c52e,D_synthetic_C4,8654,1515,9090.0,22725.0,0,0,0,,,,,True
44b6_7a302da0,C1short,44530,19273,115638.0,289095.0,2,2,2,4.0,0.0,True,0.0,
44b6_7a302da0,C1,44530,529,3174.0,7935.0,0,0,0,,,,,
44b6_7a302da0,C1_relinked,44530,529,3174.0,7935.0,0,0,0,,,,,True
44b6_7a302da0,C2,44530,2431,14586.0,36465.0,10,10,1,2.0,9.0,True,0.0,
44b6_7a302da0,C3,44530,1663,9978.0,24945.0,0,0,0,,,,,
44b6_7a302da0,C4,44530,7535,45210.0,113025.0,11,11,2,3.0,9.0,True,0.0,
44b6_7a302da0,C4_relinked,44530,7535,45210.0,113025.0,11,11,11,12.0,0.0,True,0.0,True
44b6_7a302da0,C4_m2,44530,7535,45210.0,113025.0,17,17,4,7.0,13.0,True,0.0,
44b6_7a302da0,C4_m6,44530,7535,45210.0,113025.0,4,4,0,,4.0,,,
44b6_7a302da0,C4_Gonly,44530,7535,45210.0,113025.0,160,160,106,192.0,40.0,True,0.0,
44b6_7a302da0,C5,44530,6209,37254.0,93135.0,18,18,2,2.0,16.0,True,0.0,
44b6_7a302da0,C6,44530,7535,45210.0,113025.0,16,16,2,1.0,14.0,True,0.0,
44b6_7a302da0,C0,44530,0,,,0,0,0,,,,,
44b6_7a302da0,decoder_only,44530,0,,,0,0,0,,,,,
44b6_7a302da0,original_objective_C4,44530,0,,,0,0,0,,,,,
44b6_7a302da0,D_real,44530,528,3168.0,7920.0,0,0,0,,,,,True
44b6_7a302da0,D_synthetic,44530,520,3120.0,7800.0,0,0,0,,,,,True
44b6_7a302da0,D_synthetic_C4,44530,7762,46572.0,116430.0,10,10,10,10.0,0.0,True,0.0,True
44b6_7e557709,C1short,44623,17131,102786.0,256965.0,3,3,3,6.0,0.0,True,0.0,
44b6_7e557709,C1,44623,415,2490.0,6225.0,0,0,0,,,,,
44b6_7e557709,C1_relinked,44623,415,2490.0,6225.0,0,0,0,,,,,True
44b6_7e557709,C2,44623,1940,11640.0,29100.0,5,5,1,2.0,4.0,True,0.0,
44b6_7e557709,C3,44623,982,5892.0,14730.0,0,0,0,,,,,
44b6_7e557709,C4,44623,5060,30360.0,75900.0,5,5,3,6.0,2.0,True,0.0,
44b6_7e557709,C4_relinked,44623,5060,30360.0,75900.0,5,5,5,8.0,0.0,True,0.0,True
44b6_7e557709,C4_m2,44623,5060,30360.0,75900.0,9,9,3,6.0,5.0,True,0.0,
44b6_7e557709,C4_m6,44623,5060,30360.0,75900.0,2,2,2,4.0,0.0,True,0.0,
44b6_7e557709,C4_Gonly,44623,5060,30360.0,75900.0,100,100,82,156.0,13.0,True,0.0,
44b6_7e557709,C5,44623,4116,24696.0,61740.0,6,6,1,2.0,5.0,True,0.0,
44b6_7e557709,C6,44623,5060,30360.0,75900.0,5,5,4,7.0,1.0,True,0.0,
44b6_7e557709,C0,44623,0,,,0,0,0,,,,,
44b6_7e557709,decoder_only,44623,0,,,0,0,0,,,,,
44b6_7e557709,original_objective_C4,44623,0,,,0,0,0,,,,,
44b6_7e557709,D_real,44623,410,2460.0,6150.0,0,0,0,,,,,True
44b6_7e557709,D_synthetic,44623,404,2424.0,6060.0,0,0,0,,,,,True
44b6_7e557709,D_synthetic_C4,44623,5354,32124.0,80310.0,4,4,4,6.0,0.0,True,0.0,True
44b6_808952d6,C1short,14995,6175,37050.0,92625.0,3,3,3,6.0,0.0,True,0.0,
44b6_808952d6,C1,14995,287,1722.0,4305.0,0,0,0,,,,,
44b6_808952d6,C1_relinked,14995,287,1722.0,4305.0,0,0,0,,,,,True
44b6_808952d6,C2,14995,945,5670.0,14175.0,1,1,1,1.0,0.0,True,0.0,
44b6_808952d6,C3,14995,743,4458.0,11145.0,0,0,0,,,,,
44b6_808952d6,C4,14995,2604,15624.0,39060.0,1,1,1,1.0,0.0,True,0.0,
44b6_808952d6,C4_relinked,14995,2604,15624.0,39060.0,1,1,1,1.0,0.0,True,0.0,True
44b6_808952d6,C4_m2,14995,2604,15624.0,39060.0,4,4,4,7.0,0.0,True,0.0,
44b6_808952d6,C4_m6,14995,2604,15624.0,39060.0,1,1,1,1.0,0.0,True,0.0,
44b6_808952d6,C4_Gonly,14995,2604,15624.0,39060.0,109,109,68,121.0,13.0,True,0.0,
44b6_808952d6,C5,14995,1715,10290.0,25725.0,4,4,3,5.0,1.0,True,0.0,
44b6_808952d6,C6,14995,2604,15624.0,39060.0,3,3,3,4.0,0.0,True,0.0,
44b6_808952d6,C0,14995,0,,,0,0,0,,,,,
44b6_808952d6,decoder_only,14995,0,,,0,0,0,,,,,
44b6_808952d6,original_objective_C4,14995,0,,,0,0,0,,,,,
44b6_808952d6,D_real,14995,295,1770.0,4425.0,0,0,0,,,,,True
44b6_808952d6,D_synthetic,14995,271,1626.0,4065.0,0,0,0,,,,,True
44b6_808952d6,D_synthetic_C4,14995,2645,15870.0,39675.0,1,1,1,1.0,0.0,True,0.0,True
44b6_81c256f0,C1short,11200,4920,29520.0,73800.0,3,3,2,4.0,0.0,True,0.0,
44b6_81c256f0,C1,11200,207,1242.0,3105.0,0,0,0,,,,,
44b6_81c256f0,C1_relinked,11200,207,1242.0,3105.0,0,0,0,,,,,True
44b6_81c256f0,C2,11200,624,3744.0,9360.0,4,4,1,1.0,3.0,True,0.0,
44b6_81c256f0,C3,11200,617,3702.0,9255.0,0,0,0,,,,,
44b6_81c256f0,C4,11200,1807,10842.0,27105.0,3,3,1,1.0,2.0,True,0.0,
44b6_81c256f0,C4_relinked,11200,1807,10842.0,27105.0,3,3,3,3.0,0.0,True,0.0,True
44b6_81c256f0,C4_m2,11200,1807,10842.0,27105.0,12,12,8,13.0,4.0,True,0.0,
44b6_81c256f0,C4_m6,11200,1807,10842.0,27105.0,2,2,0,,2.0,,,
44b6_81c256f0,C4_Gonly,11200,1807,10842.0,27105.0,104,104,59,108.0,12.0,True,0.0,
44b6_81c256f0,C5,11200,1218,7308.0,18270.0,5,5,2,3.0,3.0,True,0.0,
44b6_81c256f0,C6,11200,1807,10842.0,27105.0,5,5,2,4.0,3.0,True,0.0,
44b6_81c256f0,C0,11200,0,,,0,0,0,,,,,
44b6_81c256f0,decoder_only,11200,0,,,0,0,0,,,,,
44b6_81c256f0,original_objective_C4,11200,0,,,0,0,0,,,,,
44b6_81c256f0,D_real,11200,194,1164.0,2910.0,0,0,0,,,,,True
44b6_81c256f0,D_synthetic,11200,195,1170.0,2925.0,0,0,0,,,,,True
44b6_81c256f0,D_synthetic_C4,11200,1833,10998.0,27495.0,4,4,4,4.0,0.0,True,0.0,True
44b6_87bba6c4,C1short,29073,14563,87378.0,218445.0,0,0,0,,,,,
44b6_87bba6c4,C1,29073,272,1632.0,4080.0,0,0,0,,,,,
44b6_87bba6c4,C1_relinked,29073,272,1632.0,4080.0,0,0,0,,,,,True
44b6_87bba6c4,C2,29073,3952,23712.0,59280.0,1,1,1,1.0,0.0,True,0.0,
44b6_87bba6c4,C3,29073,657,3942.0,9855.0,0,0,0,,,,,
44b6_87bba6c4,C4,29073,7564,45384.0,113460.0,1,1,1,2.0,0.0,True,0.0,
44b6_87bba6c4,C4_relinked,29073,7564,45384.0,113460.0,1,1,1,2.0,0.0,True,0.0,True
44b6_87bba6c4,C4_m2,29073,7564,45384.0,113460.0,5,5,5,8.0,0.0,True,0.0,
44b6_87bba6c4,C4_m6,29073,7564,45384.0,113460.0,0,0,0,,,,,
44b6_87bba6c4,C4_Gonly,29073,7564,45384.0,113460.0,166,166,126,218.0,26.0,True,0.0,
44b6_87bba6c4,C5,29073,6396,38376.0,95940.0,11,11,9,15.0,2.0,True,0.0,
44b6_87bba6c4,C6,29073,7564,45384.0,113460.0,4,4,4,7.0,0.0,True,0.0,
44b6_87bba6c4,C0,29073,0,,,0,0,0,,,,,
44b6_87bba6c4,decoder_only,29073,0,,,0,0,0,,,,,
44b6_87bba6c4,original_objective_C4,29073,0,,,0,0,0,,,,,
44b6_87bba6c4,D_real,29073,242,1452.0,3630.0,0,0,0,,,,,True
44b6_87bba6c4,D_synthetic,29073,262,1572.0,3930.0,0,0,0,,,,,True
44b6_87bba6c4,D_synthetic_C4,29073,7745,46470.0,116175.0,1,1,1,2.0,0.0,True,0.0,True
44b6_8cc6506c,C1short,18798,7182,43092.0,107730.0,1,1,1,2.0,0.0,True,0.0,
44b6_8cc6506c,C1,18798,195,1170.0,2925.0,0,0,0,,,,,
44b6_8cc6506c,C1_relinked,18798,195,1170.0,2925.0,0,0,0,,,,,True
44b6_8cc6506c,C2,18798,1015,6090.0,15225.0,0,0,0,,,,,
44b6_8cc6506c,C3,18798,360,2160.0,5400.0,0,0,0,,,,,
44b6_8cc6506c,C4,18798,2396,14376.0,35940.0,0,0,0,,,,,
44b6_8cc6506c,C4_relinked,18798,2396,14376.0,35940.0,0,0,0,,,,,True
44b6_8cc6506c,C4_m2,18798,2396,14376.0,35940.0,3,3,2,3.0,1.0,True,0.0,
44b6_8cc6506c,C4_m6,18798,2396,14376.0,35940.0,0,0,0,,,,,
44b6_8cc6506c,C4_Gonly,18798,2396,14376.0,35940.0,54,54,37,65.0,12.0,True,0.0,
44b6_8cc6506c,C5,18798,1545,9270.0,23175.0,4,4,3,4.0,1.0,True,0.0,
44b6_8cc6506c,C6,18798,2396,14376.0,35940.0,4,4,2,3.0,1.0,True,0.0,
44b6_8cc6506c,C0,18798,0,,,0,0,0,,,,,
44b6_8cc6506c,decoder_only,18798,0,,,0,0,0,,,,,
44b6_8cc6506c,original_objective_C4,18798,0,,,0,0,0,,,,,
44b6_8cc6506c,D_real,18798,184,1104.0,2760.0,0,0,0,,,,,True
44b6_8cc6506c,D_synthetic,18798,189,1134.0,2835.0,0,0,0,,,,,True
44b6_8cc6506c,D_synthetic_C4,18798,2416,14496.0,36240.0,0,0,0,,,,,True
44b6_8f5ab931,C1short,27707,12186,73116.0,182790.0,5,5,3,6.0,0.0,True,0.0,
44b6_8f5ab931,C1,27707,277,1662.0,4155.0,0,0,0,,,,,
44b6_8f5ab931,C1_relinked,27707,277,1662.0,4155.0,0,0,0,,,,,True
44b6_8f5ab931,C2,27707,1386,8316.0,20790.0,1,1,0,,1.0,,,
44b6_8f5ab931,C3,27707,643,3858.0,9645.0,0,0,0,,,,,
44b6_8f5ab931,C4,27707,4945,29670.0,74175.0,1,1,0,,1.0,,,
44b6_8f5ab931,C4_relinked,27707,4945,29670.0,74175.0,1,1,1,1.0,0.0,True,0.0,True
44b6_8f5ab931,C4_m2,27707,4945,29670.0,74175.0,4,4,2,4.0,2.0,True,0.0,
44b6_8f5ab931,C4_m6,27707,4945,29670.0,74175.0,0,0,0,,,,,
44b6_8f5ab931,C4_Gonly,27707,4945,29670.0,74175.0,92,92,69,133.0,14.0,True,0.0,
44b6_8f5ab931,C5,27707,3794,22764.0,56910.0,4,4,1,2.0,3.0,True,0.0,
44b6_8f5ab931,C6,27707,4945,29670.0,74175.0,1,1,0,,1.0,,,
44b6_8f5ab931,C0,27707,0,,,0,0,0,,,,,
44b6_8f5ab931,decoder_only,27707,0,,,0,0,0,,,,,
44b6_8f5ab931,original_objective_C4,27707,0,,,0,0,0,,,,,
44b6_8f5ab931,D_real,27707,264,1584.0,3960.0,0,0,0,,,,,True
44b6_8f5ab931,D_synthetic,27707,291,1746.0,4365.0,0,0,0,,,,,True
44b6_8f5ab931,D_synthetic_C4,27707,5231,31386.0,78465.0,0,0,0,,,,,True
44b6_8f9ecab4,C1short,40814,18128,108768.0,271920.0,7,7,6,12.0,0.0,True,0.0,
44b6_8f9ecab4,C1,40814,557,3342.0,8355.0,0,0,0,,,,,
44b6_8f9ecab4,C1_relinked,40814,557,3342.0,8355.0,0,0,0,,,,,True
44b6_8f9ecab4,C2,40814,2319,13914.0,34785.0,6,6,2,2.0,4.0,True,0.0,
44b6_8f9ecab4,C3,40814,1787,10722.0,26805.0,0,0,0,,,,,
44b6_8f9ecab4,C4,40814,6047,36282.0,90705.0,7,7,4,6.0,3.0,True,0.0,
44b6_8f9ecab4,C4_relinked,40814,6047,36282.0,90705.0,7,7,7,10.0,0.0,True,0.0,True
44b6_8f9ecab4,C4_m2,40814,6047,36282.0,90705.0,13,13,7,9.0,5.0,True,0.0,
44b6_8f9ecab4,C4_m6,40814,6047,36282.0,90705.0,2,2,1,1.0,1.0,True,0.0,
44b6_8f9ecab4,C4_Gonly,40814,6047,36282.0,90705.0,164,164,131,245.0,16.0,True,0.0,
44b6_8f9ecab4,C5,40814,4449,26694.0,66735.0,11,11,4,6.0,7.0,True,0.0,
44b6_8f9ecab4,C6,40814,6047,36282.0,90705.0,6,6,2,2.0,4.0,True,0.0,
44b6_8f9ecab4,C0,40814,0,,,0,0,0,,,,,
44b6_8f9ecab4,decoder_only,40814,0,,,0,0,0,,,,,
44b6_8f9ecab4,original_objective_C4,40814,0,,,0,0,0,,,,,
44b6_8f9ecab4,D_real,40814,526,3156.0,7890.0,0,0,0,,,,,True
44b6_8f9ecab4,D_synthetic,40814,523,3138.0,7845.0,0,0,0,,,,,True
44b6_8f9ecab4,D_synthetic_C4,40814,6265,37590.0,93975.0,6,6,6,9.0,0.0,True,0.0,True
44b6_90724892,C1short,23229,10059,60354.0,150885.0,4,4,4,8.0,0.0,True,0.0,
44b6_90724892,C1,23229,183,1098.0,2745.0,0,0,0,,,,,
44b6_90724892,C1_relinked,23229,183,1098.0,2745.0,0,0,0,,,,,True
44b6_90724892,C2,23229,2600,15600.0,39000.0,3,3,2,4.0,1.0,True,0.0,
44b6_90724892,C3,23229,999,5994.0,14985.0,0,0,0,,,,,
44b6_90724892,C4,23229,5565,33390.0,83475.0,3,3,2,4.0,1.0,True,0.0,
44b6_90724892,C4_relinked,23229,5565,33390.0,83475.0,3,3,3,5.0,0.0,True,0.0,True
44b6_90724892,C4_m2,23229,5565,33390.0,83475.0,9,9,6,12.0,2.0,True,0.0,
44b6_90724892,C4_m6,23229,5565,33390.0,83475.0,1,1,1,2.0,0.0,True,0.0,
44b6_90724892,C4_Gonly,23229,5565,33390.0,83475.0,88,88,66,123.0,6.0,True,0.0,
44b6_90724892,C5,23229,5374,32244.0,80610.0,6,6,3,6.0,3.0,True,0.0,
44b6_90724892,C6,23229,5565,33390.0,83475.0,8,8,4,8.0,4.0,True,0.0,
44b6_90724892,C0,23229,0,,,0,0,0,,,,,
44b6_90724892,decoder_only,23229,0,,,0,0,0,,,,,
44b6_90724892,original_objective_C4,23229,0,,,0,0,0,,,,,
44b6_90724892,D_real,23229,201,1206.0,3015.0,0,0,0,,,,,True
44b6_90724892,D_synthetic,23229,196,1176.0,2940.0,0,0,0,,,,,True
44b6_90724892,D_synthetic_C4,23229,5701,34206.0,85515.0,6,6,5,8.0,0.0,True,0.0,True
44b6_949adeb1,C1short,38792,17393,104358.0,260895.0,3,3,3,6.0,0.0,True,0.0,
44b6_949adeb1,C1,38792,351,2106.0,5265.0,0,0,0,,,,,
44b6_949adeb1,C1_relinked,38792,351,2106.0,5265.0,0,0,0,,,,,True
44b6_949adeb1,C2,38792,2524,15144.0,37860.0,3,3,1,2.0,2.0,True,0.0,
44b6_949adeb1,C3,38792,910,5460.0,13650.0,0,0,0,,,,,
44b6_949adeb1,C4,38792,6702,40212.0,100530.0,7,7,5,8.0,2.0,True,0.0,
44b6_949adeb1,C4_relinked,38792,6702,40212.0,100530.0,7,7,7,11.0,0.0,True,0.0,True
44b6_949adeb1,C4_m2,38792,6702,40212.0,100530.0,10,10,7,11.0,3.0,True,0.0,
44b6_949adeb1,C4_m6,38792,6702,40212.0,100530.0,2,2,2,4.0,0.0,True,0.0,
44b6_949adeb1,C4_Gonly,38792,6702,40212.0,100530.0,65,65,45,79.0,14.0,True,0.0,
44b6_949adeb1,C5,38792,6115,36690.0,91725.0,7,7,6,10.0,1.0,True,0.0,
44b6_949adeb1,C6,38792,6702,40212.0,100530.0,9,9,6,10.0,3.0,True,0.0,
44b6_949adeb1,C0,38792,0,,,0,0,0,,,,,
44b6_949adeb1,decoder_only,38792,0,,,0,0,0,,,,,
44b6_949adeb1,original_objective_C4,38792,0,,,0,0,0,,,,,
44b6_949adeb1,D_real,38792,367,2202.0,5505.0,0,0,0,,,,,True
44b6_949adeb1,D_synthetic,38792,373,2238.0,5595.0,0,0,0,,,,,True
44b6_949adeb1,D_synthetic_C4,38792,7101,42606.0,106515.0,6,6,6,9.0,0.0,True,0.0,True
