variant,embryo,samples,n,edge_jaccard,division_jaccard,division_tp,division_fp,division_fn,node_recall,adj_edge_jaccard,n_adj,score,edge_tp,edge_fp,edge_fn,num_pred_nodes,seconds,requested_keep,realized_keep,baseline_tp_rematched_surviving,newly_recovered_tp,lost_tp,removed_fp,introduced_fp,delta
F_logistic_quality_tracklet_r0.9,44b6,71,71,0.8729574005856239,0.0975609756097561,4,15,22,0.9717251432387994,0.8946030414756181,71,0.9043591390365937,18484,1348,1342,1782224,70.3807719941251,0.9,0.900054036856166,18222,262,561,180,206,-0.008162004076871954
F_logistic_quality_tracklet_r0.9,6bba,128,128,0.8714514281717478,0.08522727272727272,15,51,110,0.9414170924446555,0.8803044978489645,128,0.8888272251216918,99674,5320,9383,1938435,114.29404029203579,0.9,0.9001085181399888,99394,280,4024,420,177,-0.022769539767773406
F_logistic_quality_tracklet_r0.9,pooled,199,199,0.8716866714373188,0.08755760368663594,19,66,132,0.9522305176023651,0.8825380288649715,199,0.891293789233635,118158,6668,10725,3720659,184.6748122861609,0.9,0.900082420367096,117616,542,4585,600,383,-0.020480224985007345
F_logistic_quality_tracklet_r0.95,44b6,71,71,0.8837517137049118,0.10869565217391304,5,20,21,0.98316554080669,0.9019610153104982,71,0.9128305805278896,18694,1327,1132,1881214,73.55612066946924,0.95,0.9500457040699348,18568,126,215,96,101,0.0003094374144239076
F_logistic_quality_tracklet_r0.95,6bba,128,128,0.8914005815019515,0.0851063829787234,16,63,109,0.9656762009739316,0.896028129619988,128,0.9045387679178604,102093,5474,6964,2046035,116.75341721391305,0.95,0.9500723686440619,101997,96,1421,152,63,-0.0070579969716048074
F_logistic_quality_tracklet_r0.95,pooled,199,199,0.8902081306565255,0.08974358974358974,21,83,130,0.9719161161906444,0.8969530605699259,199,0.9059274195442848,120787,6801,8096,3927249,190.3095378833823,0.95,0.9500595957071738,120565,222,1636,248,164,-0.0058465946743575525
F_logistic_quality_tracklet_r0.98,44b6,71,71,0.8867451647987894,0.10638297872340426,5,21,21,0.9868745709485849,0.9027572587231424,71,0.9133955565954828,18752,1321,1074,1940633,74.953867001459,0.98,0.9800533298318798,18694,58,89,48,47,0.0008744134820171112
F_logistic_quality_tracklet_r0.98,6bba,128,128,0.8995270010821378,0.09278350515463918,18,69,107,0.9760567809171734,0.9015039779723634,128,0.9107823284878273,103075,5531,5982,2110651,119.55577030032873,0.98,0.9800766824374744,103053,22,365,50,18,-0.0008144364016379191
F_logistic_quality_tracklet_r0.98,pooled,199,199,0.89753563929716,0.0954356846473029,23,90,128,0.9799163944459683,0.9016992343766564,199,0.9112428028413867,121827,6852,7056,4051284,194.50963730178773,0.98,0.9800654960087689,121747,80,454,98,65,-0.000531211377255647
F_logistic_quality_tracklet_r0.99,44b6,71,71,0.8874497754667927,0.10416666666666667,5,22,21,0.9882352424752118,0.9027195786636508,71,0.9131362453303175,18774,1329,1052,1960408,76.03133755084127,0.99,0.9900400478756445,18743,31,40,23,30,0.0006151022168517928
F_logistic_quality_tracklet_r0.99,6bba,128,128,0.9015043104952707,0.09278350515463918,18,69,107,0.9787476252327753,0.9025854827984181,128,0.911863833313882,103316,5547,5741,2132193,120.04942890116945,0.99,0.9900796681954552,103306,10,112,24,8,0.00026706842441681644
F_logistic_quality_tracklet_r0.99,pooled,199,199,0.8993142259445046,0.09504132231404959,23,91,128,0.9821326545001773,0.9026063786361084,199,0.9121105108675134,122090,6876,6793,4092601,196.08076645201072,0.99,0.990060689162,122049,41,152,47,38,0.0003364966488710319
F_logistic_quality_tracklet_r0.995,44b6,71,71,0.8880851063829788,0.1,5,24,21,0.9885509592005769,0.9029967985074202,71,0.9129967985074202,18783,1324,1043,1970316,76.28103270567954,0.995,0.9950437597531475,18768,15,15,15,17,0.0004756553939545549
F_logistic_quality_tracklet_r0.995,6bba,128,128,0.9019325568206604,0.09326424870466321,18,68,107,0.979773418563874,0.9025624077370304,128,0.9118888326074968,103375,5558,5682,2142951,120.29771408298984,0.995,0.9950751245497566,103369,6,49,8,3,0.0002920677180315856
F_logistic_quality_tracklet_r0.995,pooled,199,199,0.8997753471071337,0.09465020576131687,23,92,128,0.9829051039166674,0.9026300788215791,199,0.9120950993977108,122158,6882,6725,4113267,196.57874678866938,0.995,0.9950601000994995,122137,21,64,23,20,0.000321085179068481
F_risk_r0.5,44b6,71,71,0.6525516259197721,0.09615384615384616,5,26,21,0.7784042317975088,0.6904923336992245,71,0.700107718314609,13746,1239,6080,990196,51.60718689020723,0.5,0.5000661572725024,13046,700,5737,745,662,-0.2124134247988566
F_risk_r0.5,6bba,128,128,0.6103579103764825,0.09090909090909091,18,73,107,0.6572202740043445,0.6408244674248692,128,0.6499153765157782,69015,4016,40042,1077068,89.47144020022824,0.5,0.500134428761347,67666,1349,35752,2769,1222,-0.26168138837368693
F_risk_r0.5,pooled,199,199,0.6169840015506419,0.092,23,99,128,0.700456761458187,0.6486242974735451,199,0.6578242974735451,82761,5255,46122,2067264,141.07862709043548,0.5,0.5001017251669031,80712,2049,41489,3514,1884,-0.25394971674509725
F_risk_r0.7,44b6,71,71,0.7716914366595895,0.09803921568627451,5,25,21,0.8989860682070183,0.8038008461068478,71,0.8136047676754752,16356,1369,3470,1386253,68.12956536142156,0.7,0.70008181281027,15770,586,3013,485,532,-0.09891637543799048
F_risk_r0.7,6bba,128,128,0.744193605059733,0.09137055837563451,18,72,107,0.8074420652944713,0.766584972039779,128,0.7757220278773425,84719,4783,24338,1507809,109.15046508004889,0.7,0.700148173463716,83813,906,19605,1653,873,-0.13587473701212271
F_risk_r0.7,pooled,199,199,0.7485096456474247,0.09274193548387097,23,97,128,0.8401034934692996,0.7724263498370281,199,0.7817005433854152,101075,6152,27808,2894062,177.28003044147044,0.7,0.7001163852028468,99583,1492,22618,2138,1405,-0.13007347083322718
F_risk_r0.8,44b6,71,71,0.8290485400254729,0.09803921568627451,5,25,21,0.9449678326099296,0.856683484799841,71,0.8664874063684684,17575,1373,2251,1584298,75.67036292050034,0.8,0.8000979733653851,17202,373,1581,323,374,-0.04603373674499722
F_risk_r0.8,6bba,128,128,0.7975581558295964,0.09137055837563451,18,72,107,0.8668223287759506,0.8135588999056474,128,0.8226959557432109,91062,5119,17995,1723176,118.95504678646103,0.8,0.8001534205967151,90421,641,12997,1045,601,-0.08890080914625431
F_risk_r0.8,pooled,199,199,0.8024893813481071,0.09274193548387097,23,97,128,0.8947033879327972,0.8203119789466226,199,0.8295861724950097,108637,6492,20246,3307474,194.62540970696136,0.8,0.8001268601130177,107623,1014,14578,1368,975,-0.08218784172363269
F_risk_r0.9,44b6,71,71,0.872837288456084,0.09803921568627451,5,25,21,0.9731935731443112,0.8946266318237535,71,0.9044305533923809,18464,1328,1362,1782290,83.06729324068874,0.9,0.9000873680010908,18291,173,492,149,155,-0.008090589721084784
F_risk_r0.9,6bba,128,128,0.8500393184796855,0.09137055837563451,18,72,107,0.922836845120828,0.8586632927979736,128,0.867800348635537,97287,5393,11770,1938507,124.71805882221088,0.9,0.9001419511998057,96969,318,6449,515,345,-0.04379641625392816
F_risk_r0.9,pooled,199,199,0.8535957641367511,0.09274193548387097,23,97,128,0.9408033159231762,0.864273514279282,199,0.8735477078276691,115751,6721,13132,3720797,207.78535206289962,0.9,0.9001158046073638,115260,491,6941,664,500,-0.03822630639097324
F_risk_r0.95,44b6,71,71,0.8805046305046305,0.09803921568627451,5,25,21,0.9815407730755198,0.898710558761211,71,0.9085144803298384,18635,1338,1191,1881295,86.76288047945127,0.95,0.9500866104750698,18534,101,249,82,98,-0.004006662783627268
F_risk_r0.95,6bba,128,128,0.8776943231441048,0.09137055837563451,18,72,107,0.9526882197741147,0.8822625577807307,128,0.8913996136182941,100496,5443,8561,2046167,128.86753235384822,0.95,0.9501336625870594,100279,217,3139,283,163,-0.020197151271171054
F_risk_r0.95,pooled,199,199,0.8781327397098715,0.09274193548387097,23,97,128,0.9629823468313999,0.8848284963698249,199,0.894102689918212,119131,6781,9752,3927462,215.6304128332995,0.95,0.9501111235562828,118813,318,3388,365,261,-0.01767132430043039
F_risk_r0.98,44b6,71,71,0.8876489502553433,0.09803921568627451,5,25,21,0.9880852876623266,0.9036695818733369,71,0.9134735034419643,18772,1322,1054,1940701,89.01458352385089,0.98,0.9800876710114993,18734,38,49,27,27,0.0009523603284986581
F_risk_r0.98,6bba,128,128,0.8907494063416679,0.09137055837563451,18,72,107,0.967270791020806,0.892738199734118,128,0.9018752555716815,102030,5487,7027,2110792,129.09167267382145,0.98,0.980142155512949,101876,154,1542,177,101,-0.009721509317783705
F_risk_r0.98,pooled,199,199,0.8902661910797983,0.09274193548387097,23,97,128,0.974697068717027,0.8944418880096258,199,0.9037160815580129,120802,6809,8081,4051493,218.10625619767234,0.98,0.9801160561987398,120610,192,1591,204,128,-0.008057932660629485
F_risk_r0.99,44b6,71,71,0.8879012812632973,0.09803921568627451,5,25,21,0.9883165461865451,0.9031819934119789,71,0.9129859149806063,18780,1325,1046,1960513,89.46143211331218,0.99,0.9900930746971158,18772,8,11,10,13,0.00046477186714066754
F_risk_r0.99,6bba,128,128,0.893548893697215,0.09137055837563451,18,72,107,0.9714883711372281,0.8946451927972726,128,0.903782248634836,102415,5559,6642,2132331,129.4264057460241,0.99,0.9901437482267709,102305,110,1113,89,85,-0.007814516254629145
F_risk_r0.99,pooled,199,199,0.892669058018517,0.09274193548387097,23,97,128,0.9774923933910045,0.8959751321035963,199,0.9052493256519833,121195,6884,7688,4092844,218.8878378593363,0.99,0.9901194744546454,121077,118,1124,99,98,-0.006524688566658998
F_risk_r0.995,44b6,71,71,0.8883896902340979,0.09803921568627451,5,25,21,0.9885509592005769,0.9033045778268542,71,0.9131084993954817,18785,1319,1041,1970370,90.90092904213816,0.995,0.9950710306899042,18781,4,2,3,0,0.000587356282016005
F_risk_r0.995,6bba,128,128,0.8989756208226445,0.09137055837563451,18,72,107,0.9764206390978942,0.899594710244072,128,0.9087317660816354,103028,5549,6029,2143111,128.99008402507752,0.995,0.9951494202382384,102967,61,451,56,42,-0.002864998807829755
F_risk_r0.995,pooled,199,199,0.897326723191726,0.09274193548387097,23,97,128,0.9807485422501075,0.9001725708125977,199,0.9094467643609848,121813,6868,7070,4113481,219.89101306721568,0.995,0.9951118698633932,121748,65,453,59,42,-0.002327249857657532
F_risk_threshold,44b6,71,71,0.8806040808597264,0.09803921568627451,5,25,21,0.9768506023416565,0.9012097434427387,71,0.9110136650113662,18601,1297,1225,1800971,82.38394154142588,1.0,0.9095215970668592,18461,140,322,137,112,-0.001507478102099502
F_risk_threshold,6bba,128,128,0.8852513400729838,0.09137055837563451,18,72,107,0.9624342087477331,0.887764059906927,128,0.8969011157444904,101402,5489,7655,2118288,131.46649675024673,1.0,0.9836229085183257,101250,152,2168,154,80,-0.014695649144974787
F_risk_threshold,pooled,199,199,0.8845277845344184,0.09274193548387097,23,97,128,0.9675777461606404,0.8898574870960929,199,0.89913168064448,120003,6786,8880,3919259,213.85043829167262,1.0,0.9481266965786234,119711,292,2490,291,192,-0.012642333574162334
F_temporal_fork_protected_r0.5,44b6,71,71,0.6389963211017828,0.09803921568627451,5,25,21,0.7643688269787383,0.6762679657889877,71,0.6860718873576152,13548,1376,6278,990243,53.681570804677904,0.5,0.5000898930878276,12819,729,5964,617,671,-0.2264492557558505
F_temporal_fork_protected_r0.5,6bba,128,128,0.5213867627194957,0.09045226130653267,18,74,107,0.5573697302017458,0.5475604083332481,128,0.5566056344639014,59058,4214,49999,1077146,95.66665674513206,0.5,0.5001706479094818,57411,1647,46007,2891,1542,-0.35499113042556374
F_temporal_fork_protected_r0.5,pooled,199,199,0.5399299487629486,0.092,23,99,128,0.6312236793030849,0.5678533863524534,199,0.5770533863524534,72606,5590,56277,2067389,149.34822754980996,0.5,0.5001319645149718,70230,2376,51971,3508,2213,-0.33472062786618895
F_temporal_fork_protected_r0.7,44b6,71,71,0.800736787417938,0.09803921568627451,5,25,21,0.9007547090818849,0.8338848966877359,71,0.8436888182563633,16954,1347,2872,1386265,68.3673587301746,0.7,0.7000878730184382,16485,469,2298,322,347,-0.06883232485710233
F_temporal_fork_protected_r0.7,6bba,128,128,0.7042701353304428,0.09090909090909091,18,73,107,0.7609148022160886,0.7256355541457834,128,0.7347264632366924,80403,5108,28654,1507762,115.40595918381587,0.7,0.7001263491052245,79058,1345,24360,1738,1283,-0.17687030165277273
F_temporal_fork_protected_r0.7,pooled,199,199,0.7193618939248401,0.09236947791164658,23,98,128,0.8108074323038853,0.7425706598045101,199,0.7518076075956748,97357,6455,31526,2894027,183.77331791399047,0.7,0.7001079181853875,95543,1814,26658,2060,1630,-0.15996640662296757
F_temporal_fork_protected_r0.8,44b6,71,71,0.844498060365219,0.09803921568627451,5,25,21,0.9419142353923844,0.8723753184292553,71,0.8821792399978827,17851,1312,1975,1584261,74.941253780853,0.8,0.8000792877235333,17549,302,1234,211,201,-0.030341903115582936
F_temporal_fork_protected_r0.8,6bba,128,128,0.7859958225182,0.09137055837563451,18,72,107,0.8507650732277495,0.8019396170265689,128,0.8110766728641323,89936,5366,19121,1723178,123.40625682566315,0.8,0.8001543492928211,89015,921,14403,1099,902,-0.10052009202533285
F_temporal_fork_protected_r0.8,pooled,199,199,0.795118064930179,0.09274193548387097,23,97,128,0.8832856285729208,0.8129226420577357,199,0.8221968356061228,107787,6678,21096,3307439,198.34751060651615,0.8,0.8001183930955585,106564,1223,15637,1310,1103,-0.08957717861251957
F_temporal_fork_protected_r0.9,44b6,71,71,0.862784977769369,0.09803921568627451,5,25,21,0.9592942922100178,0.883975367694805,71,0.8937792892634324,18241,1316,1585,1782298,84.80537176085636,0.9,0.9000914081398697,18107,134,676,108,102,-0.01874185385003324
F_temporal_fork_protected_r0.9,6bba,128,128,0.8537026203428013,0.09137055837563451,18,72,107,0.9261891847874191,0.8624402545317135,128,0.8715773103692769,97772,5470,11285,1938540,131.13510028319433,0.9,0.9001572746855551,97332,440,6086,494,401,-0.04001945452018829
F_temporal_fork_protected_r0.9,pooled,199,199,0.8551179709439887,0.09274193548387097,23,97,128,0.9380005547723663,0.8657961822859837,199,0.8750703758343708,116013,6786,12870,3720838,215.9404720440507,0.9,0.9001257231135303,115439,574,6762,602,503,-0.0367036383842716
F_temporal_fork_protected_r0.95,44b6,71,71,0.877783556333034,0.09803921568627451,5,25,21,0.973678168016862,0.895728042397746,71,0.9055319639663734,18566,1325,1260,1881276,89.08294740878046,0.95,0.9500770151454703,18522,44,261,49,52,-0.006989179147092295
F_temporal_fork_protected_r0.95,6bba,128,128,0.881876570790282,0.09137055837563451,18,72,107,0.9579389748057907,0.886476996648633,128,0.8956140524861964,101056,5535,8001,2046228,131.62438628543168,0.95,0.9501619878182932,100830,226,2588,205,177,-0.015982712403268762
F_temporal_fork_protected_r0.95,pooled,199,199,0.881238811577761,0.09274193548387097,23,97,128,0.9635544658509468,0.8879184622758806,199,0.8971926558242677,119622,6860,9261,3927504,220.70733369421214,0.95,0.9501212839772338,119352,270,2849,254,229,-0.014581358394374688
F_temporal_fork_protected_r0.98,44b6,71,71,0.8867085914227623,0.09803921568627451,5,25,21,0.9866318663191072,0.9027081070628714,71,0.9125120286314988,18753,1323,1073,1940700,88.19963054684922,0.98,0.9800871659941519,18739,14,44,12,13,-9.114481966832066e-06
F_temporal_fork_protected_r0.98,6bba,128,128,0.8952838008812879,0.09137055837563451,18,72,107,0.9725638602955495,0.8972534224982953,128,0.9063904783358587,102604,5548,6453,2110830,131.09345741476864,0.98,0.9801598007389635,102518,86,900,85,70,-0.005206286553606443
F_temporal_fork_protected_r0.98,pooled,199,199,0.8939478763056705,0.09274193548387097,23,97,128,0.9775830986255626,0.8981032031593161,199,0.9073773967077032,121357,6871,7526,4051530,219.29308796161786,0.98,0.9801250070457681,121257,100,944,97,83,-0.004396617510939116
F_temporal_fork_protected_r0.99,44b6,71,71,0.8875124119343705,0.09803921568627451,5,25,21,0.9879515022824995,0.9027880278795626,71,0.91259194944819,18770,1323,1056,1960494,88.42103880830109,0.99,0.9900834793675163,18769,1,14,1,2,7.080633472433817e-05
F_temporal_fork_protected_r0.99,6bba,128,128,0.8998394499415389,0.09137055837563451,18,72,107,0.9775090139855496,0.9009055203598981,128,0.9100425761974615,103127,5549,5930,2132352,130.5003969175741,0.99,0.9901534995358842,103101,26,317,31,17,-0.001554188692003633
F_temporal_fork_protected_r0.99,pooled,199,199,0.8979190453390299,0.09274193548387097,23,97,128,0.9812347258904915,0.9011987924422036,199,0.9104729859905907,121897,6872,6986,4092846,218.9214357258752,0.99,0.9901199582842145,121870,27,331,32,19,-0.0013010282280516705
F_temporal_fork_protected_r0.995,44b6,71,71,0.8878906804104213,0.09803921568627451,5,25,21,0.9882842071732616,0.9027915547240016,71,0.912595476292629,18778,1323,1048,1970428,88.3873919127509,0.995,0.9951003216960502,18777,1,6,1,2,7.433317916338833e-05
F_temporal_fork_protected_r0.995,6bba,128,128,0.9011866329290638,0.09137055837563451,18,72,107,0.9788358975721512,0.9018051801971927,128,0.9109422360347561,103285,5553,5772,2143148,131.03170693153515,0.995,0.9951666011161998,103278,7,140,11,1,-0.0006545288547090689
F_temporal_fork_protected_r0.995,pooled,199,199,0.8991153441024168,0.09274193548387097,23,97,128,0.9822069025052107,0.9019588409848199,199,0.911233034533207,122063,6876,6820,4113576,219.41909884428605,0.995,0.9951348517679254,122055,8,146,12,3,-0.0005409796854353166
F_temporal_tracklet_r0.5,44b6,71,71,0.6456927071040831,0.058823529411764705,2,8,24,0.7718587117484017,0.6833442237877217,71,0.6892265767288982,13679,1359,6147,990164,54.077242884319276,0.5,0.5000499967173873,12907,772,5876,640,677,-0.22329456638456746
F_temporal_tracklet_r0.5,6bba,128,128,0.531480516268099,0.0,0,6,125,0.5665294753301265,0.5581918920055975,128,0.5581918920055975,60162,4140,48895,1076990,93.87878813548014,0.5,0.500098209613212,58539,1623,44879,2996,1573,-0.3534048728838677
F_temporal_tracklet_r0.5,pooled,199,199,0.5494857942283937,0.012121212121212121,2,14,149,0.6397876451075011,0.5779218569473628,199,0.579133978159484,73841,5499,55042,2067154,147.9560310197994,0.5,0.5000751145406026,71446,2395,50755,3636,2250,-0.3326400360591584
F_temporal_tracklet_r0.7,44b6,71,71,0.7974013701866288,0.05263157894736842,2,12,24,0.8947077931249301,0.8304629991512131,71,0.83572615704595,16877,1339,2949,1386201,67.66860275669023,0.7,0.700055551908208,16389,488,2394,350,367,-0.07679498606751567
F_temporal_tracklet_r0.7,6bba,128,128,0.7095524768439408,0.02666666666666667,4,25,121,0.765485612979494,0.7310812468812369,128,0.7337479135479036,80972,5060,28085,1507725,114.01936085801572,0.7,0.7001091682272631,79609,1363,23809,1783,1280,-0.1778488513415616
F_temporal_tracklet_r0.7,pooled,199,199,0.7232965213406071,0.031914893617021274,6,37,145,0.8115900089107803,0.7466296183334186,199,0.7498211076951207,97849,6399,31034,2893926,181.68796361470595,0.7,0.700083484792148,95998,1851,26203,2133,1647,-0.16195290652352168
F_temporal_tracklet_r0.8,44b6,71,71,0.842097789558385,0.04878048780487805,2,15,24,0.9358032452404395,0.869906909713542,71,0.8747849584940298,17791,1301,2035,1584201,74.78276946628466,0.8,0.8000489866826925,17499,292,1284,216,195,-0.03773618461943584
F_temporal_tracklet_r0.8,6bba,128,128,0.7889132696325696,0.04375,7,35,118,0.8538657794859791,0.8049253056832316,128,0.8093003056832316,90243,5332,18814,1723086,122.52067498862743,0.8,0.800111629271944,89285,958,14133,1169,938,-0.10229645920623354
F_temporal_tracklet_r0.8,pooled,199,199,0.7972047581097434,0.04477611940298507,9,50,142,0.8830997496797817,0.815055964412447,199,0.8195335763527455,108034,6633,20849,3307287,197.3034444549121,0.8,0.800081622048307,106784,1250,15417,1385,1133,-0.09224043786589686
F_temporal_tracklet_r0.9,44b6,71,71,0.8609049217531086,0.08888888888888889,4,19,22,0.9582408375347667,0.8820549500818201,71,0.890943838970709,18209,1325,1617,1782188,83.44134949240834,0.9,0.9000358562316616,18068,141,715,114,117,-0.021577304142756715
F_temporal_tracklet_r0.9,6bba,128,128,0.8534731987667152,0.05747126436781609,10,49,115,0.9256547666620069,0.8622072991524276,128,0.8679544255892092,97715,5434,11342,1938426,128.00281438184902,0.9,0.9001043390075117,97254,461,6164,538,409,-0.04364233930025596
F_temporal_tracklet_r0.9,pooled,199,199,0.8546320461214079,0.0639269406392694,14,68,137,0.9372809527522881,0.8653021935421268,199,0.8716948876060537,115924,6759,12959,3720614,211.44416387425736,0.9,0.9000715342017913,115322,602,6879,652,526,-0.04007912661258861
F_temporal_tracklet_r0.95,44b6,71,71,0.8769143505388542,0.0851063829787234,4,21,22,0.9732368537695256,0.89486138079315,71,0.9033720190910224,18552,1330,1274,1881198,85.76934741716832,0.95,0.9500376237923772,18515,37,268,52,60,-0.009149124022443278
F_temporal_tracklet_r0.95,6bba,128,128,0.8817599413469259,0.07065217391304347,13,59,112,0.9576274801678383,0.886370418701828,128,0.8934356360931324,101025,5515,8032,2046048,130.3965130331926,0.95,0.9500784051687511,100784,241,2634,237,189,-0.018161128796332804
F_temporal_tracklet_r0.95,pooled,199,199,0.8810046563715667,0.0735930735930736,17,80,134,0.9631966536639177,0.8876939097574981,199,0.8950532171168054,119577,6845,9306,3927246,216.16586045036092,0.95,0.9500588699628201,119299,278,2902,289,249,-0.016720797101836937
F_temporal_tracklet_r0.98,44b6,71,71,0.8861734814464666,0.10204081632653061,5,23,21,0.9867811456730261,0.9021682966702839,71,0.9123723783029369,18747,1329,1079,1940616,88.59299898892641,0.98,0.9800447445369749,18734,13,49,11,18,-0.00014876481052872315
F_temporal_tracklet_r0.98,6bba,128,128,0.8955740937887223,0.0851063829787234,16,63,109,0.9728427169117659,0.8975549957439138,128,0.9060656340417862,102631,5541,6426,2110643,132.347766793333,0.98,0.9800729676530503,102547,84,871,92,70,-0.005531130847678978
F_temporal_tracklet_r0.98,pooled,199,199,0.8941091541255074,0.08860759493670886,21,86,130,0.9778157241582458,0.8982739071572702,199,0.9071346666509411,121378,6870,7505,4051259,220.9407657822594,0.98,0.9800594481391552,121281,97,920,103,88,-0.004639347567701235
F_temporal_tracklet_r0.99,44b6,71,71,0.8875070928693021,0.1,5,24,21,0.9878902652953593,0.9027869264891796,71,0.9127869264891796,18769,1322,1057,1960411,91.34968583472073,0.99,0.9900415629276865,18768,1,15,2,2,0.00026578337571392385
F_temporal_tracklet_r0.99,6bba,128,128,0.8998874355372117,0.08900523560209424,17,66,108,0.9775314645392738,0.9009648910998495,128,0.9098654146600589,103128,5544,5929,2132204,133.5681142336689,0.99,0.9900847760240383,103100,28,318,38,19,-0.0017313502294062921
F_temporal_tracklet_r0.99,pooled,199,199,0.8979587326610141,0.0912863070539419,22,90,129,0.9812273180753646,0.901248741473801,199,0.9103773721791951,121897,6866,6986,4092615,224.91780006838962,0.99,0.9900640759689836,121868,29,333,40,21,-0.0013966420394472268
F_temporal_tracklet_r0.995,44b6,71,71,0.8878853792320787,0.1,5,24,21,0.9882229701861214,0.9027924725817154,71,0.9127924725817154,18777,1322,1049,1970305,96.17097536940128,0.995,0.9950382045623267,18776,1,7,2,2,0.0002713294682497036
F_temporal_tracklet_r0.995,6bba,128,128,0.9011448316783303,0.09574468085106383,18,63,107,0.9787318782392871,0.9017758441242978,128,0.9113503122094042,103273,5545,5784,2142964,133.81972109898925,0.995,0.9950811610744457,103263,10,155,22,4,-0.0002464526800609601
F_temporal_tracklet_r0.995,pooled,199,199,0.8990791896869245,0.09663865546218488,23,87,128,0.9821181472253435,0.9019342209833583,199,0.9115980865295767,122050,6867,6833,4113269,229.99069646839052,0.995,0.9950605839290686,122039,11,162,24,6,-0.00017592768906560252
F_v1_transfer_control,44b6,71,71,0.8451667688823891,0.11627906976744186,5,17,21,0.9578218830351594,0.8660232811523462,71,0.8776511881290904,17915,1371,1911,1783439,71.68960874527693,0.9,0.9006676329331913,17614,301,1169,184,233,-0.034869954984375284
F_v1_transfer_control,6bba,128,128,0.8555306910959982,0.08290155440414508,16,68,109,0.9271328211689039,0.8641276995298285,128,0.872417854970243,97871,5341,11186,1939914,117.52504059113562,0.9,0.9007952889103934,97456,415,5962,531,309,-0.03917890991922213
F_v1_transfer_control,pooled,199,199,0.8539105424241307,0.08898305084745763,21,85,130,0.9380821849503317,0.8644240278874561,199,0.8733223329722019,115786,6712,13097,3723353,189.21464933641255,0.9,0.9007341387966723,115070,716,7131,715,542,-0.038451681246440494
bypass_motion,44b6,71,71,0.9021520803443328,0.14583333333333334,7,22,19,0.9877569341470968,0.9170290534439977,71,0.9316123867773309,18864,1084,962,1972750,94.09581166505814,1.0,0.9962729719765874,18484,380,299,481,243,0.019091243663865276
bypass_motion,6bba,128,128,0.9225529879631188,0.11282051282051282,22,70,103,0.9795753914358454,0.9232431985874817,128,0.934525249869533,104159,3846,4898,2136193,136.3959361272864,1.0,0.9919370604075025,102083,2076,1335,2607,890,0.02292848498006783
bypass_motion,pooled,199,199,0.9193650841099146,0.11934156378600823,29,92,122,0.982494434312724,0.9222721585917395,199,0.9342063149703403,123023,4930,5860,4108943,230.49174779234454,1.0,0.9940140605711076,120567,2456,1634,3088,1133,0.022432300751697998
bypass_motion_bounds,44b6,71,71,0.9021520803443328,0.14583333333333334,7,22,19,0.9877569341470968,0.9170290534439977,71,0.9316123867773309,18864,1084,962,1972750,94.25792268989608,1.0,0.9962729719765874,18484,380,299,481,243,0.019091243663865276
bypass_motion_bounds,6bba,128,128,0.9225529879631188,0.11282051282051282,22,70,103,0.9795753914358454,0.9232431985874817,128,0.934525249869533,104159,3846,4898,2136193,136.86371698323637,1.0,0.9919370604075025,102083,2076,1335,2607,890,0.02292848498006783
bypass_motion_bounds,pooled,199,199,0.9193650841099146,0.11934156378600823,29,92,122,0.982494434312724,0.9222721585917395,199,0.9342063149703403,123023,4930,5860,4108943,231.12163967313245,1.0,0.9940140605711076,120567,2456,1634,3088,1133,0.022432300751697998
identity,44b6,71,71,0.8881690940041611,0.09803921568627451,5,25,21,0.9885509592005769,0.9027172215448382,71,0.9125211431134657,18783,1322,1043,1980130,74.58752836612985,1.0,1.0,18783,0,0,0,0,0.0
identity,6bba,128,128,0.9022683650322806,0.09137055837563451,18,72,107,0.9802489030388399,0.9024597090519018,128,0.9115967648894652,103418,5563,5639,2153557,121.06922837579623,1.0,1.0,103418,0,0,0,0,0.0
identity,pooled,199,199,0.9000721819574569,0.09274193548387097,23,97,128,0.9832109431769471,0.9024998206702552,199,0.9117740142186423,122201,6885,6682,4133687,195.65675674192607,1.0,1.0,122201,0,0,0,0,0.0
